[2022/08/16 08:19:47] - [-] 1 th iter: Global minimum: 5.286864 (estimated lower bound: -1.415185). Number of funcation evaluation: 5, found largest slope: 14.925583839416504
[2022/08/16 08:19:47] - [-] 25 th iter: Global minimum: 4.280527 (estimated lower bound: 3.918116). Number of funcation evaluation: 203, found largest slope: 588.3736572265625
[2022/08/16 08:19:47] - [-] 26 th iter: Global minimum: 4.280527 (estimated lower bound: 3.918116). Number of funcation evaluation: 209, found largest slope: 588.3736572265625
[2022/08/16 08:19:47] - [-] 27 th iter: Global minimum: 4.280527 (estimated lower bound: 3.918116). Number of funcation evaluation: 213, found largest slope: 588.3736572265625
[2022/08/16 08:19:47] - [-] 28 th iter: Global minimum: 4.280527 (estimated lower bound: 3.918116). Number of funcation evaluation: 221, found largest slope: 588.3736572265625
[2022/08/16 08:19:47] - [-] 29 th iter: Global minimum: 4.280527 (estimated lower bound: 3.918116). Number of funcation evaluation: 225, found largest slope: 588.3736572265625
[2022/08/16 08:19:47] - [-] 30 th iter: Global minimum: 4.280527 (estimated lower bound: 3.918116). Number of funcation evaluation: 233, found largest slope: 588.3736572265625
[2022/08/16 08:19:47] - [-] 31 th iter: Global minimum: 4.280527 (estimated lower bound: 3.918116). Number of funcation evaluation: 237, found largest slope: 588.3736572265625
[2022/08/16 08:19:48] - [-] 32 th iter: Global minimum: 4.280527 (estimated lower bound: 3.918116). Number of funcation evaluation: 247, found largest slope: 588.3736572265625
[2022/08/16 08:19:48] - [-] 33 th iter: Global minimum: 4.280527 (estimated lower bound: 3.918116). Number of funcation evaluation: 251, found largest slope: 588.3736572265625
[2022/08/16 08:19:48] - [-] 34 th iter: Global minimum: 4.280527 (estimated lower bound: 3.918116). Number of funcation evaluation: 263, found largest slope: 588.3736572265625
[2022/08/16 08:19:48] - [-] 35 th iter: Global minimum: 4.280527 (estimated lower bound: 3.918116). Number of funcation evaluation: 273, found largest slope: 588.3736572265625
[2022/08/16 08:19:48] - [-] 36 th iter: Global minimum: 4.280527 (estimated lower bound: 3.918116). Number of funcation evaluation: 277, found largest slope: 588.3736572265625
[2022/08/16 08:19:48] - [-] 37 th iter: Global minimum: 4.159251 (estimated lower bound: -5.625859). Number of funcation evaluation: 291, found largest slope: 588.3736572265625
[2022/08/16 08:19:48] - [-] 38 th iter: Global minimum: 4.159251 (estimated lower bound: 0.897548). Number of funcation evaluation: 297, found largest slope: 588.3736572265625
[2022/08/16 08:19:48] - [-] 39 th iter: Global minimum: 4.150403 (estimated lower bound: 0.888700). Number of funcation evaluation: 309, found largest slope: 588.3736572265625
[2022/08/16 08:19:48] - [-] 40 th iter: Global minimum: 4.150403 (estimated lower bound: 3.063169). Number of funcation evaluation: 317, found largest slope: 588.3736572265625
[2022/08/16 08:19:48] - [-] 41 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 333, found largest slope: 809.32080078125
[2022/08/16 08:19:48] - [-] 42 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 341, found largest slope: 809.32080078125
[2022/08/16 08:19:48] - [-] 43 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 351, found largest slope: 809.32080078125
[2022/08/16 08:19:48] - [-] 44 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 355, found largest slope: 809.32080078125
[2022/08/16 08:19:48] - [-] 45 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 363, found largest slope: 809.32080078125
[2022/08/16 08:19:48] - [-] 46 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 371, found largest slope: 809.32080078125
[2022/08/16 08:19:48] - [-] 47 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 375, found largest slope: 809.32080078125
[2022/08/16 08:19:48] - [-] 48 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 383, found largest slope: 809.32080078125
[2022/08/16 08:19:48] - [-] 49 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 387, found largest slope: 809.32080078125
[2022/08/16 08:19:48] - [-] 50 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 391, found largest slope: 809.32080078125
[2022/08/16 08:19:48] - [-] 51 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 399, found largest slope: 809.32080078125
[2022/08/16 08:19:48] - [-] 52 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 403, found largest slope: 809.32080078125
[2022/08/16 08:19:48] - [-] 53 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 409, found largest slope: 809.32080078125
[2022/08/16 08:19:48] - [-] 54 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 413, found largest slope: 809.32080078125
[2022/08/16 08:19:48] - [-] 55 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 425, found largest slope: 809.32080078125
[2022/08/16 08:19:48] - [-] 56 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 431, found largest slope: 809.32080078125
[2022/08/16 08:19:48] - [-] 57 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 435, found largest slope: 809.32080078125
[2022/08/16 08:19:48] - [-] 58 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 445, found largest slope: 809.32080078125
[2022/08/16 08:19:48] - [-] 59 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 449, found largest slope: 809.32080078125
[2022/08/16 08:19:48] - [-] 60 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 455, found largest slope: 809.32080078125
[2022/08/16 08:19:48] - [-] 61 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 459, found largest slope: 809.32080078125
[2022/08/16 08:19:48] - [-] 62 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 465, found largest slope: 809.32080078125
[2022/08/16 08:19:48] - [-] 63 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 477, found largest slope: 809.32080078125
[2022/08/16 08:19:48] - [-] 64 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 483, found largest slope: 809.32080078125
[2022/08/16 08:19:48] - [-] 65 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 489, found largest slope: 809.32080078125
[2022/08/16 08:19:48] - [-] 66 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 495, found largest slope: 809.32080078125
[2022/08/16 08:19:48] - [-] 67 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 503, found largest slope: 809.32080078125
[2022/08/16 08:19:48] - [-] 68 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 509, found largest slope: 809.32080078125
[2022/08/16 08:19:48] - [-] 69 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 521, found largest slope: 809.32080078125
[2022/08/16 08:19:48] - [-] 70 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 527, found largest slope: 809.32080078125
[2022/08/16 08:19:48] - [-] 71 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 535, found largest slope: 809.32080078125
[2022/08/16 08:19:48] - [-] 72 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 539, found largest slope: 809.32080078125
[2022/08/16 08:19:48] - [-] 73 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 545, found largest slope: 809.32080078125
[2022/08/16 08:19:49] - [-] 74 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 551, found largest slope: 809.32080078125
[2022/08/16 08:19:49] - [-] 75 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 555, found largest slope: 809.32080078125
[2022/08/16 08:19:49] - [-] 76 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 565, found largest slope: 809.32080078125
[2022/08/16 08:19:49] - [-] 77 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 569, found largest slope: 809.32080078125
[2022/08/16 08:19:49] - [-] 78 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 579, found largest slope: 809.32080078125
[2022/08/16 08:19:49] - [-] 79 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 589, found largest slope: 809.32080078125
[2022/08/16 08:19:49] - [-] 80 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 593, found largest slope: 809.32080078125
[2022/08/16 08:19:49] - [-] 81 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 599, found largest slope: 809.32080078125
[2022/08/16 08:19:49] - [-] 82 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 603, found largest slope: 809.32080078125
[2022/08/16 08:19:49] - [-] 83 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 617, found largest slope: 809.32080078125
[2022/08/16 08:19:49] - [-] 84 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 623, found largest slope: 809.32080078125
[2022/08/16 08:19:49] - [-] 85 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 627, found largest slope: 809.32080078125
[2022/08/16 08:19:49] - [-] 86 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 643, found largest slope: 809.32080078125
[2022/08/16 08:19:49] - [-] 87 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 649, found largest slope: 809.32080078125
[2022/08/16 08:19:49] - [-] 88 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 655, found largest slope: 809.32080078125
[2022/08/16 08:19:49] - [-] 89 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 667, found largest slope: 809.32080078125
[2022/08/16 08:19:49] - [-] 90 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 671, found largest slope: 809.32080078125
[2022/08/16 08:19:49] - [-] 91 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 679, found largest slope: 809.32080078125
[2022/08/16 08:19:49] - [-] 92 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 683, found largest slope: 809.32080078125
[2022/08/16 08:19:49] - [-] 93 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 697, found largest slope: 809.32080078125
[2022/08/16 08:19:49] - [-] 94 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 705, found largest slope: 809.32080078125
[2022/08/16 08:19:49] - [-] 95 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 717, found largest slope: 809.32080078125
[2022/08/16 08:19:49] - [-] 96 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 723, found largest slope: 809.32080078125
[2022/08/16 08:19:49] - [-] 97 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 733, found largest slope: 809.32080078125
[2022/08/16 08:19:49] - [-] 98 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 739, found largest slope: 809.32080078125
[2022/08/16 08:19:49] - [-] 99 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 747, found largest slope: 809.32080078125
[2022/08/16 08:19:49] - [-] 100 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 753, found largest slope: 809.32080078125
[2022/08/16 08:19:49] - [-] 101 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 757, found largest slope: 809.32080078125
[2022/08/16 08:19:49] - [-] 102 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 765, found largest slope: 809.32080078125
[2022/08/16 08:19:49] - [-] 103 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 775, found largest slope: 809.32080078125
[2022/08/16 08:19:49] - [-] 104 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 781, found largest slope: 809.32080078125
[2022/08/16 08:19:49] - [-] 105 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 791, found largest slope: 809.32080078125
[2022/08/16 08:19:49] - [-] 106 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 799, found largest slope: 809.32080078125
[2022/08/16 08:19:49] - [-] 107 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 805, found largest slope: 809.32080078125
[2022/08/16 08:19:49] - [-] 108 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 809, found largest slope: 809.32080078125
[2022/08/16 08:19:49] - [-] 109 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 825, found largest slope: 809.32080078125
[2022/08/16 08:19:50] - [-] 110 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 833, found largest slope: 809.32080078125
[2022/08/16 08:19:50] - [-] 111 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 845, found largest slope: 809.32080078125
[2022/08/16 08:19:50] - [-] 112 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 855, found largest slope: 809.32080078125
[2022/08/16 08:19:50] - [-] 113 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 865, found largest slope: 809.32080078125
[2022/08/16 08:19:50] - [-] 114 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 869, found largest slope: 809.32080078125
[2022/08/16 08:19:50] - [-] 115 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 883, found largest slope: 809.32080078125
[2022/08/16 08:19:50] - [-] 116 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 887, found largest slope: 809.32080078125
[2022/08/16 08:19:50] - [-] 117 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 891, found largest slope: 809.32080078125
[2022/08/16 08:19:50] - [-] 118 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 905, found largest slope: 809.32080078125
[2022/08/16 08:19:50] - [-] 119 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 911, found largest slope: 809.32080078125
[2022/08/16 08:19:50] - [-] 120 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 919, found largest slope: 809.32080078125
[2022/08/16 08:19:50] - [-] 121 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 929, found largest slope: 809.32080078125
[2022/08/16 08:19:50] - [-] 122 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 933, found largest slope: 809.32080078125
[2022/08/16 08:19:50] - [-] 123 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 943, found largest slope: 809.32080078125
[2022/08/16 08:19:50] - [-] 124 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 957, found largest slope: 809.32080078125
[2022/08/16 08:19:50] - [-] 125 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 963, found largest slope: 809.32080078125
[2022/08/16 08:19:50] - [-] 126 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 967, found largest slope: 809.32080078125
[2022/08/16 08:19:50] - [-] 127 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 981, found largest slope: 809.32080078125
[2022/08/16 08:19:50] - [-] 128 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 987, found largest slope: 809.32080078125
[2022/08/16 08:19:50] - [-] 129 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 1005, found largest slope: 809.32080078125
[2022/08/16 08:19:50] - [-] 130 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 1019, found largest slope: 809.32080078125
[2022/08/16 08:19:50] - [-] 131 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 1023, found largest slope: 809.32080078125
[2022/08/16 08:19:50] - [-] 132 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 1029, found largest slope: 809.32080078125
[2022/08/16 08:19:50] - [-] 133 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 1039, found largest slope: 809.32080078125
[2022/08/16 08:19:50] - [-] 134 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 1045, found largest slope: 809.32080078125
[2022/08/16 08:19:50] - [-] 135 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 1055, found largest slope: 809.32080078125
[2022/08/16 08:19:50] - [-] 136 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 1061, found largest slope: 809.32080078125
[2022/08/16 08:19:50] - [-] 137 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 1065, found largest slope: 809.32080078125
[2022/08/16 08:19:50] - [-] 138 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 1073, found largest slope: 809.32080078125
[2022/08/16 08:19:50] - [-] 139 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 1079, found largest slope: 809.32080078125
[2022/08/16 08:19:50] - [-] 140 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 1083, found largest slope: 809.32080078125
[2022/08/16 08:19:51] - [-] 141 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 1093, found largest slope: 809.32080078125
[2022/08/16 08:19:51] - [-] 142 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 1097, found largest slope: 809.32080078125
[2022/08/16 08:19:51] - [-] 143 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 1105, found largest slope: 809.32080078125
[2022/08/16 08:19:51] - [-] 144 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 1109, found largest slope: 809.32080078125
[2022/08/16 08:19:51] - [-] 145 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 1125, found largest slope: 809.32080078125
[2022/08/16 08:19:51] - [-] 146 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 1131, found largest slope: 809.32080078125
[2022/08/16 08:19:51] - [-] 147 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 1137, found largest slope: 809.32080078125
[2022/08/16 08:19:51] - [-] 148 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 1147, found largest slope: 809.32080078125
[2022/08/16 08:19:51] - [-] 149 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 1151, found largest slope: 809.32080078125
[2022/08/16 08:19:51] - [-] 150 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 1159, found largest slope: 809.32080078125
[2022/08/16 08:19:51] - [-] 151 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 1167, found largest slope: 809.32080078125
[2022/08/16 08:19:51] - [-] 152 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 1171, found largest slope: 809.32080078125
[2022/08/16 08:19:51] - [-] 153 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 1181, found largest slope: 809.32080078125
[2022/08/16 08:19:51] - [-] 154 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 1189, found largest slope: 809.32080078125
[2022/08/16 08:19:51] - [-] 155 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 1195, found largest slope: 809.32080078125
[2022/08/16 08:19:51] - [-] 156 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 1199, found largest slope: 809.32080078125
[2022/08/16 08:19:51] - [-] 157 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 1211, found largest slope: 809.32080078125
[2022/08/16 08:19:51] - [-] 158 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 1217, found largest slope: 809.32080078125
[2022/08/16 08:19:51] - [-] 159 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 1221, found largest slope: 809.32080078125
[2022/08/16 08:19:51] - [-] 160 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 1231, found largest slope: 809.32080078125
[2022/08/16 08:19:51] - [-] 161 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 1235, found largest slope: 809.32080078125
[2022/08/16 08:19:51] - [-] 162 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 1247, found largest slope: 809.32080078125
[2022/08/16 08:19:51] - [-] 163 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 1253, found largest slope: 809.32080078125
[2022/08/16 08:19:51] - [-] 164 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 1263, found largest slope: 809.32080078125
[2022/08/16 08:19:51] - [-] 165 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 1271, found largest slope: 809.32080078125
[2022/08/16 08:19:51] - [-] 166 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 1281, found largest slope: 809.32080078125
[2022/08/16 08:19:51] - [-] 167 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 1287, found largest slope: 809.32080078125
[2022/08/16 08:19:51] - [-] 168 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 1293, found largest slope: 809.32080078125
[2022/08/16 08:19:51] - [-] 169 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 1299, found largest slope: 809.32080078125
[2022/08/16 08:19:51] - [-] 170 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 1305, found largest slope: 809.32080078125
[2022/08/16 08:19:51] - [-] 171 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 1309, found largest slope: 809.32080078125
[2022/08/16 08:19:51] - [-] 172 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 1321, found largest slope: 809.32080078125
