[2022/08/16 08:21:15] - [-] 1 th iter: Global minimum: 5.286864 (estimated lower bound: -1.415185). Number of funcation evaluation: 5, found largest slope: 14.925583839416504
[2022/08/16 08:21:16] - [-] 29 th iter: Global minimum: 4.150403 (estimated lower bound: 3.068791). Number of funcation evaluation: 331, found largest slope: 585.3308715820312
[2022/08/16 08:21:16] - [-] 30 th iter: Global minimum: 4.150403 (estimated lower bound: 3.068791). Number of funcation evaluation: 341, found largest slope: 585.3308715820312
[2022/08/16 08:21:16] - [-] 31 th iter: Global minimum: 4.150403 (estimated lower bound: 3.068791). Number of funcation evaluation: 347, found largest slope: 585.3308715820312
[2022/08/16 08:21:16] - [-] 32 th iter: Global minimum: 4.150403 (estimated lower bound: 3.068791). Number of funcation evaluation: 359, found largest slope: 585.3308715820312
[2022/08/16 08:21:16] - [-] 33 th iter: Global minimum: 4.150403 (estimated lower bound: 3.068791). Number of funcation evaluation: 365, found largest slope: 585.3308715820312
[2022/08/16 08:21:16] - [-] 34 th iter: Global minimum: 4.150403 (estimated lower bound: 3.068791). Number of funcation evaluation: 373, found largest slope: 585.3308715820312
[2022/08/16 08:21:16] - [-] 35 th iter: Global minimum: 4.150403 (estimated lower bound: 3.068791). Number of funcation evaluation: 383, found largest slope: 585.3308715820312
[2022/08/16 08:21:16] - [-] 36 th iter: Global minimum: 4.150403 (estimated lower bound: 3.068791). Number of funcation evaluation: 389, found largest slope: 585.3308715820312
[2022/08/16 08:21:16] - [-] 37 th iter: Global minimum: 4.150403 (estimated lower bound: 3.068791). Number of funcation evaluation: 399, found largest slope: 585.3308715820312
[2022/08/16 08:21:16] - [-] 38 th iter: Global minimum: 4.150403 (estimated lower bound: 3.068791). Number of funcation evaluation: 405, found largest slope: 585.3308715820312
[2022/08/16 08:21:16] - [-] 39 th iter: Global minimum: 4.150403 (estimated lower bound: 3.068791). Number of funcation evaluation: 415, found largest slope: 585.3308715820312
[2022/08/16 08:21:16] - [-] 40 th iter: Global minimum: 4.150403 (estimated lower bound: 3.068791). Number of funcation evaluation: 421, found largest slope: 585.3308715820312
[2022/08/16 08:21:16] - [-] 41 th iter: Global minimum: 4.150403 (estimated lower bound: 3.068791). Number of funcation evaluation: 429, found largest slope: 585.3308715820312
[2022/08/16 08:21:16] - [-] 42 th iter: Global minimum: 4.150403 (estimated lower bound: 3.068791). Number of funcation evaluation: 435, found largest slope: 585.3308715820312
[2022/08/16 08:21:16] - [-] 43 th iter: Global minimum: 4.150403 (estimated lower bound: 3.068791). Number of funcation evaluation: 445, found largest slope: 585.3308715820312
[2022/08/16 08:21:16] - [-] 44 th iter: Global minimum: 4.150403 (estimated lower bound: 3.068791). Number of funcation evaluation: 451, found largest slope: 585.3308715820312
[2022/08/16 08:21:16] - [-] 45 th iter: Global minimum: 4.150403 (estimated lower bound: 3.068791). Number of funcation evaluation: 461, found largest slope: 585.3308715820312
[2022/08/16 08:21:16] - [-] 46 th iter: Global minimum: 4.150403 (estimated lower bound: 3.068791). Number of funcation evaluation: 467, found largest slope: 585.3308715820312
[2022/08/16 08:21:16] - [-] 47 th iter: Global minimum: 4.150403 (estimated lower bound: 3.068791). Number of funcation evaluation: 479, found largest slope: 585.3308715820312
[2022/08/16 08:21:16] - [-] 48 th iter: Global minimum: 4.150403 (estimated lower bound: 3.068791). Number of funcation evaluation: 487, found largest slope: 585.3308715820312
[2022/08/16 08:21:16] - [-] 49 th iter: Global minimum: 4.150403 (estimated lower bound: 3.068791). Number of funcation evaluation: 495, found largest slope: 585.3308715820312
[2022/08/16 08:21:16] - [-] 50 th iter: Global minimum: 4.150403 (estimated lower bound: 3.068791). Number of funcation evaluation: 505, found largest slope: 585.3308715820312
[2022/08/16 08:21:16] - [-] 51 th iter: Global minimum: 4.150403 (estimated lower bound: 3.068791). Number of funcation evaluation: 511, found largest slope: 585.3308715820312
[2022/08/16 08:21:16] - [-] 52 th iter: Global minimum: 4.150403 (estimated lower bound: 3.068791). Number of funcation evaluation: 529, found largest slope: 585.3308715820312
[2022/08/16 08:21:16] - [-] 53 th iter: Global minimum: 4.150403 (estimated lower bound: 3.068791). Number of funcation evaluation: 537, found largest slope: 585.3308715820312
[2022/08/16 08:21:16] - [-] 54 th iter: Global minimum: 4.150403 (estimated lower bound: 3.068791). Number of funcation evaluation: 551, found largest slope: 585.3308715820312
[2022/08/16 08:21:17] - [-] 55 th iter: Global minimum: 4.150403 (estimated lower bound: 3.068791). Number of funcation evaluation: 557, found largest slope: 585.3308715820312
[2022/08/16 08:21:17] - [-] 56 th iter: Global minimum: 4.150403 (estimated lower bound: 2.816503). Number of funcation evaluation: 573, found largest slope: 721.8604736328125
[2022/08/16 08:21:17] - [-] 57 th iter: Global minimum: 4.150403 (estimated lower bound: 2.816503). Number of funcation evaluation: 591, found largest slope: 721.8604736328125
[2022/08/16 08:21:17] - [-] 58 th iter: Global minimum: 4.150403 (estimated lower bound: 2.816503). Number of funcation evaluation: 597, found largest slope: 721.8604736328125
[2022/08/16 08:21:17] - [-] 59 th iter: Global minimum: 4.150403 (estimated lower bound: 2.816503). Number of funcation evaluation: 607, found largest slope: 721.8604736328125
[2022/08/16 08:21:17] - [-] 60 th iter: Global minimum: 4.150403 (estimated lower bound: 2.816503). Number of funcation evaluation: 613, found largest slope: 721.8604736328125
[2022/08/16 08:21:17] - [-] 61 th iter: Global minimum: 4.150403 (estimated lower bound: 2.816503). Number of funcation evaluation: 623, found largest slope: 721.8604736328125
[2022/08/16 08:21:17] - [-] 62 th iter: Global minimum: 4.150403 (estimated lower bound: 2.816503). Number of funcation evaluation: 629, found largest slope: 721.8604736328125
[2022/08/16 08:21:17] - [-] 63 th iter: Global minimum: 4.150403 (estimated lower bound: 2.816503). Number of funcation evaluation: 637, found largest slope: 721.8604736328125
[2022/08/16 08:21:17] - [-] 64 th iter: Global minimum: 4.150403 (estimated lower bound: 2.816503). Number of funcation evaluation: 645, found largest slope: 721.8604736328125
[2022/08/16 08:21:17] - [-] 65 th iter: Global minimum: 4.150403 (estimated lower bound: 2.816503). Number of funcation evaluation: 653, found largest slope: 721.8604736328125
[2022/08/16 08:21:17] - [-] 66 th iter: Global minimum: 4.150403 (estimated lower bound: 2.816503). Number of funcation evaluation: 671, found largest slope: 721.8604736328125
[2022/08/16 08:21:17] - [-] 67 th iter: Global minimum: 4.150403 (estimated lower bound: 2.816503). Number of funcation evaluation: 681, found largest slope: 721.8604736328125
[2022/08/16 08:21:17] - [-] 68 th iter: Global minimum: 4.150403 (estimated lower bound: 2.816503). Number of funcation evaluation: 691, found largest slope: 721.8604736328125
[2022/08/16 08:21:17] - [-] 69 th iter: Global minimum: 4.150403 (estimated lower bound: 2.816503). Number of funcation evaluation: 697, found largest slope: 721.8604736328125
[2022/08/16 08:21:17] - [-] 70 th iter: Global minimum: 4.150403 (estimated lower bound: 2.816503). Number of funcation evaluation: 717, found largest slope: 721.8604736328125
[2022/08/16 08:21:17] - [-] 71 th iter: Global minimum: 4.150403 (estimated lower bound: 2.816503). Number of funcation evaluation: 731, found largest slope: 721.8604736328125
[2022/08/16 08:21:17] - [-] 72 th iter: Global minimum: 4.150403 (estimated lower bound: 2.816503). Number of funcation evaluation: 737, found largest slope: 721.8604736328125
[2022/08/16 08:21:17] - [-] 73 th iter: Global minimum: 4.150403 (estimated lower bound: 2.816503). Number of funcation evaluation: 757, found largest slope: 721.8604736328125
[2022/08/16 08:21:17] - [-] 74 th iter: Global minimum: 4.150403 (estimated lower bound: 2.816503). Number of funcation evaluation: 763, found largest slope: 721.8604736328125
[2022/08/16 08:21:17] - [-] 75 th iter: Global minimum: 4.150403 (estimated lower bound: 2.816503). Number of funcation evaluation: 771, found largest slope: 721.8604736328125
[2022/08/16 08:21:17] - [-] 76 th iter: Global minimum: 4.150403 (estimated lower bound: 2.816503). Number of funcation evaluation: 781, found largest slope: 721.8604736328125
[2022/08/16 08:21:17] - [-] 77 th iter: Global minimum: 4.150403 (estimated lower bound: 2.816503). Number of funcation evaluation: 787, found largest slope: 721.8604736328125
[2022/08/16 08:21:17] - [-] 78 th iter: Global minimum: 4.150403 (estimated lower bound: 2.816503). Number of funcation evaluation: 801, found largest slope: 721.8604736328125
[2022/08/16 08:21:17] - [-] 79 th iter: Global minimum: 4.150403 (estimated lower bound: 2.816503). Number of funcation evaluation: 807, found largest slope: 721.8604736328125
[2022/08/16 08:21:17] - [-] 80 th iter: Global minimum: 4.150403 (estimated lower bound: 2.816503). Number of funcation evaluation: 825, found largest slope: 721.8604736328125
[2022/08/16 08:21:17] - [-] 81 th iter: Global minimum: 4.150403 (estimated lower bound: 2.816503). Number of funcation evaluation: 833, found largest slope: 721.8604736328125
[2022/08/16 08:21:17] - [-] 82 th iter: Global minimum: 4.150403 (estimated lower bound: 2.816503). Number of funcation evaluation: 849, found largest slope: 721.8604736328125
[2022/08/16 08:21:18] - [-] 83 th iter: Global minimum: 4.150403 (estimated lower bound: 2.816503). Number of funcation evaluation: 861, found largest slope: 721.8604736328125
[2022/08/16 08:21:18] - [-] 84 th iter: Global minimum: 4.150403 (estimated lower bound: 2.816503). Number of funcation evaluation: 881, found largest slope: 721.8604736328125
[2022/08/16 08:21:18] - [-] 85 th iter: Global minimum: 4.150403 (estimated lower bound: 2.816503). Number of funcation evaluation: 889, found largest slope: 721.8604736328125
[2022/08/16 08:21:18] - [-] 86 th iter: Global minimum: 4.150403 (estimated lower bound: 2.816503). Number of funcation evaluation: 909, found largest slope: 721.8604736328125
[2022/08/16 08:21:18] - [-] 87 th iter: Global minimum: 4.150403 (estimated lower bound: 2.816503). Number of funcation evaluation: 917, found largest slope: 721.8604736328125
[2022/08/16 08:21:18] - [-] 88 th iter: Global minimum: 4.150403 (estimated lower bound: 2.816503). Number of funcation evaluation: 935, found largest slope: 721.8604736328125
[2022/08/16 08:21:18] - [-] 89 th iter: Global minimum: 4.150403 (estimated lower bound: 2.816503). Number of funcation evaluation: 941, found largest slope: 721.8604736328125
[2022/08/16 08:21:18] - [-] 90 th iter: Global minimum: 4.150403 (estimated lower bound: 2.816503). Number of funcation evaluation: 945, found largest slope: 721.8604736328125
[2022/08/16 08:21:18] - [-] 91 th iter: Global minimum: 4.150403 (estimated lower bound: 2.816503). Number of funcation evaluation: 957, found largest slope: 721.8604736328125
[2022/08/16 08:21:18] - [-] 92 th iter: Global minimum: 4.150403 (estimated lower bound: 2.816503). Number of funcation evaluation: 965, found largest slope: 721.8604736328125
[2022/08/16 08:21:18] - [-] 93 th iter: Global minimum: 4.150403 (estimated lower bound: 2.816503). Number of funcation evaluation: 973, found largest slope: 721.8604736328125
[2022/08/16 08:21:18] - [-] 94 th iter: Global minimum: 4.150403 (estimated lower bound: 2.816503). Number of funcation evaluation: 983, found largest slope: 721.8604736328125
[2022/08/16 08:21:18] - [-] 95 th iter: Global minimum: 4.150403 (estimated lower bound: 2.816503). Number of funcation evaluation: 993, found largest slope: 721.8604736328125
[2022/08/16 08:21:18] - [-] 96 th iter: Global minimum: 4.150403 (estimated lower bound: 2.816503). Number of funcation evaluation: 1005, found largest slope: 721.8604736328125
[2022/08/16 08:21:18] - [-] 97 th iter: Global minimum: 4.150403 (estimated lower bound: 2.816503). Number of funcation evaluation: 1011, found largest slope: 721.8604736328125
[2022/08/16 08:21:18] - [-] 98 th iter: Global minimum: 4.150403 (estimated lower bound: 2.816503). Number of funcation evaluation: 1021, found largest slope: 721.8604736328125
[2022/08/16 08:21:18] - [-] 99 th iter: Global minimum: 4.150403 (estimated lower bound: 2.816503). Number of funcation evaluation: 1033, found largest slope: 721.8604736328125
[2022/08/16 08:21:18] - [-] 100 th iter: Global minimum: 4.150403 (estimated lower bound: 2.816503). Number of funcation evaluation: 1039, found largest slope: 721.8604736328125
[2022/08/16 08:21:18] - [-] 101 th iter: Global minimum: 4.150403 (estimated lower bound: 2.816503). Number of funcation evaluation: 1045, found largest slope: 721.8604736328125
[2022/08/16 08:21:18] - [-] 102 th iter: Global minimum: 4.150403 (estimated lower bound: 2.816503). Number of funcation evaluation: 1057, found largest slope: 721.8604736328125
[2022/08/16 08:21:18] - [-] 103 th iter: Global minimum: 4.150403 (estimated lower bound: 2.816503). Number of funcation evaluation: 1065, found largest slope: 721.8604736328125
[2022/08/16 08:21:18] - [-] 104 th iter: Global minimum: 4.150403 (estimated lower bound: 2.816503). Number of funcation evaluation: 1075, found largest slope: 721.8604736328125
[2022/08/16 08:21:18] - [-] 105 th iter: Global minimum: 4.150403 (estimated lower bound: 2.816503). Number of funcation evaluation: 1081, found largest slope: 721.8604736328125
[2022/08/16 08:21:18] - [-] 106 th iter: Global minimum: 4.150403 (estimated lower bound: 2.816503). Number of funcation evaluation: 1089, found largest slope: 721.8604736328125
[2022/08/16 08:21:18] - [-] 107 th iter: Global minimum: 4.150403 (estimated lower bound: 2.816503). Number of funcation evaluation: 1095, found largest slope: 721.8604736328125
[2022/08/16 08:21:18] - [-] 108 th iter: Global minimum: 4.150403 (estimated lower bound: 2.816503). Number of funcation evaluation: 1111, found largest slope: 721.8604736328125
[2022/08/16 08:21:18] - [-] 109 th iter: Global minimum: 4.150403 (estimated lower bound: 2.816503). Number of funcation evaluation: 1119, found largest slope: 721.8604736328125
[2022/08/16 08:21:18] - [-] 110 th iter: Global minimum: 4.150403 (estimated lower bound: 2.816503). Number of funcation evaluation: 1127, found largest slope: 721.8604736328125
[2022/08/16 08:21:18] - [-] 111 th iter: Global minimum: 4.150403 (estimated lower bound: 2.816503). Number of funcation evaluation: 1135, found largest slope: 721.8604736328125
[2022/08/16 08:21:18] - [-] 112 th iter: Global minimum: 4.150403 (estimated lower bound: 2.816503). Number of funcation evaluation: 1141, found largest slope: 721.8604736328125
[2022/08/16 08:21:19] - [-] 113 th iter: Global minimum: 4.150403 (estimated lower bound: 2.816503). Number of funcation evaluation: 1161, found largest slope: 721.8604736328125
[2022/08/16 08:21:19] - [-] 114 th iter: Global minimum: 4.150403 (estimated lower bound: 2.816503). Number of funcation evaluation: 1167, found largest slope: 721.8604736328125
[2022/08/16 08:21:19] - [-] 115 th iter: Global minimum: 4.150403 (estimated lower bound: 2.816503). Number of funcation evaluation: 1177, found largest slope: 721.8604736328125
[2022/08/16 08:21:19] - [-] 116 th iter: Global minimum: 4.150403 (estimated lower bound: 2.816503). Number of funcation evaluation: 1185, found largest slope: 721.8604736328125
[2022/08/16 08:21:19] - [-] 117 th iter: Global minimum: 4.150403 (estimated lower bound: 2.816503). Number of funcation evaluation: 1201, found largest slope: 721.8604736328125
[2022/08/16 08:21:19] - [-] 118 th iter: Global minimum: 4.150403 (estimated lower bound: 2.816503). Number of funcation evaluation: 1209, found largest slope: 721.8604736328125
[2022/08/16 08:21:19] - [-] 119 th iter: Global minimum: 4.150403 (estimated lower bound: 2.816503). Number of funcation evaluation: 1221, found largest slope: 721.8604736328125
[2022/08/16 08:21:19] - [-] 120 th iter: Global minimum: 4.150403 (estimated lower bound: 2.816503). Number of funcation evaluation: 1229, found largest slope: 721.8604736328125
[2022/08/16 08:21:19] - [-] 121 th iter: Global minimum: 4.150403 (estimated lower bound: 2.816503). Number of funcation evaluation: 1237, found largest slope: 721.8604736328125
[2022/08/16 08:21:19] - [-] 122 th iter: Global minimum: 4.150403 (estimated lower bound: 2.816503). Number of funcation evaluation: 1243, found largest slope: 721.8604736328125
[2022/08/16 08:21:19] - [-] 123 th iter: Global minimum: 4.150403 (estimated lower bound: 2.816503). Number of funcation evaluation: 1257, found largest slope: 721.8604736328125
[2022/08/16 08:21:19] - [-] 124 th iter: Global minimum: 4.150403 (estimated lower bound: 2.816503). Number of funcation evaluation: 1265, found largest slope: 721.8604736328125
[2022/08/16 08:21:19] - [-] 125 th iter: Global minimum: 4.150403 (estimated lower bound: 2.816503). Number of funcation evaluation: 1275, found largest slope: 721.8604736328125
[2022/08/16 08:21:19] - [-] 126 th iter: Global minimum: 4.150403 (estimated lower bound: 2.816503). Number of funcation evaluation: 1281, found largest slope: 721.8604736328125
[2022/08/16 08:21:19] - [-] 127 th iter: Global minimum: 4.150403 (estimated lower bound: 2.816503). Number of funcation evaluation: 1293, found largest slope: 721.8604736328125
[2022/08/16 08:21:19] - [-] 128 th iter: Global minimum: 4.150403 (estimated lower bound: 2.816503). Number of funcation evaluation: 1303, found largest slope: 721.8604736328125
[2022/08/16 08:21:19] - [-] 129 th iter: Global minimum: 4.150403 (estimated lower bound: 2.816503). Number of funcation evaluation: 1311, found largest slope: 721.8604736328125
[2022/08/16 08:21:19] - [-] 130 th iter: Global minimum: 4.150403 (estimated lower bound: 2.816503). Number of funcation evaluation: 1325, found largest slope: 721.8604736328125
[2022/08/16 08:21:19] - [-] 131 th iter: Global minimum: 4.150403 (estimated lower bound: 2.816503). Number of funcation evaluation: 1335, found largest slope: 721.8604736328125
[2022/08/16 08:21:19] - [-] 132 th iter: Global minimum: 4.150403 (estimated lower bound: 2.816503). Number of funcation evaluation: 1343, found largest slope: 721.8604736328125
[2022/08/16 08:21:19] - [-] 133 th iter: Global minimum: 4.150403 (estimated lower bound: 2.816503). Number of funcation evaluation: 1351, found largest slope: 721.8604736328125
[2022/08/16 08:21:19] - [-] 134 th iter: Global minimum: 4.150403 (estimated lower bound: 2.816503). Number of funcation evaluation: 1359, found largest slope: 721.8604736328125
[2022/08/16 08:21:19] - [-] 135 th iter: Global minimum: 4.150403 (estimated lower bound: 2.816503). Number of funcation evaluation: 1367, found largest slope: 721.8604736328125
[2022/08/16 08:21:19] - [-] 136 th iter: Global minimum: 4.150403 (estimated lower bound: 2.816503). Number of funcation evaluation: 1379, found largest slope: 721.8604736328125
[2022/08/16 08:21:19] - [-] 137 th iter: Global minimum: 4.150403 (estimated lower bound: 2.816503). Number of funcation evaluation: 1389, found largest slope: 721.8604736328125
[2022/08/16 08:21:19] - [-] 138 th iter: Global minimum: 4.150403 (estimated lower bound: 2.816503). Number of funcation evaluation: 1399, found largest slope: 721.8604736328125
[2022/08/16 08:21:19] - [-] 139 th iter: Global minimum: 4.150403 (estimated lower bound: 2.816503). Number of funcation evaluation: 1407, found largest slope: 721.8604736328125
[2022/08/16 08:21:19] - [-] 140 th iter: Global minimum: 4.150403 (estimated lower bound: 2.816503). Number of funcation evaluation: 1417, found largest slope: 721.8604736328125
[2022/08/16 08:21:19] - [-] 141 th iter: Global minimum: 4.150403 (estimated lower bound: 2.816503). Number of funcation evaluation: 1427, found largest slope: 721.8604736328125
[2022/08/16 08:21:19] - [-] 142 th iter: Global minimum: 4.150403 (estimated lower bound: 2.816503). Number of funcation evaluation: 1435, found largest slope: 721.8604736328125
[2022/08/16 08:21:19] - [-] 143 th iter: Global minimum: 4.150403 (estimated lower bound: 2.816503). Number of funcation evaluation: 1445, found largest slope: 721.8604736328125
[2022/08/16 08:21:19] - [-] 144 th iter: Global minimum: 4.150403 (estimated lower bound: 2.816503). Number of funcation evaluation: 1451, found largest slope: 721.8604736328125
[2022/08/16 08:21:20] - [-] 145 th iter: Global minimum: 4.150403 (estimated lower bound: 2.816503). Number of funcation evaluation: 1469, found largest slope: 721.8604736328125
[2022/08/16 08:21:20] - [-] 146 th iter: Global minimum: 4.150403 (estimated lower bound: 2.816503). Number of funcation evaluation: 1477, found largest slope: 721.8604736328125
[2022/08/16 08:21:20] - [-] 147 th iter: Global minimum: 4.150403 (estimated lower bound: 2.816503). Number of funcation evaluation: 1487, found largest slope: 721.8604736328125
[2022/08/16 08:21:20] - [-] 148 th iter: Global minimum: 4.150403 (estimated lower bound: 2.816503). Number of funcation evaluation: 1495, found largest slope: 721.8604736328125
[2022/08/16 08:21:20] - [-] 149 th iter: Global minimum: 4.150403 (estimated lower bound: 2.816503). Number of funcation evaluation: 1515, found largest slope: 721.8604736328125
[2022/08/16 08:21:20] - [-] 150 th iter: Global minimum: 4.150403 (estimated lower bound: 2.816503). Number of funcation evaluation: 1521, found largest slope: 721.8604736328125
[2022/08/16 08:21:20] - [-] 151 th iter: Global minimum: 4.150403 (estimated lower bound: 2.816503). Number of funcation evaluation: 1533, found largest slope: 721.8604736328125
[2022/08/16 08:21:20] - [-] 152 th iter: Global minimum: 4.150403 (estimated lower bound: 2.816503). Number of funcation evaluation: 1539, found largest slope: 721.8604736328125
[2022/08/16 08:21:20] - [-] 153 th iter: Global minimum: 4.150403 (estimated lower bound: 2.816503). Number of funcation evaluation: 1555, found largest slope: 721.8604736328125
[2022/08/16 08:21:20] - [-] 154 th iter: Global minimum: 4.150403 (estimated lower bound: 2.816503). Number of funcation evaluation: 1567, found largest slope: 721.8604736328125
[2022/08/16 08:21:20] - [-] 155 th iter: Global minimum: 4.150403 (estimated lower bound: 2.816503). Number of funcation evaluation: 1577, found largest slope: 721.8604736328125
[2022/08/16 08:21:20] - [-] 156 th iter: Global minimum: 4.150403 (estimated lower bound: 2.816503). Number of funcation evaluation: 1585, found largest slope: 721.8604736328125
[2022/08/16 08:21:20] - [-] 157 th iter: Global minimum: 4.150403 (estimated lower bound: 2.816503). Number of funcation evaluation: 1595, found largest slope: 721.8604736328125
[2022/08/16 08:21:20] - [-] 158 th iter: Global minimum: 4.150403 (estimated lower bound: 2.816503). Number of funcation evaluation: 1601, found largest slope: 721.8604736328125
[2022/08/16 08:21:20] - [-] 159 th iter: Global minimum: 4.150403 (estimated lower bound: 2.816503). Number of funcation evaluation: 1615, found largest slope: 721.8604736328125
[2022/08/16 08:21:20] - [-] 160 th iter: Global minimum: 4.150403 (estimated lower bound: 2.816503). Number of funcation evaluation: 1621, found largest slope: 721.8604736328125
[2022/08/16 08:21:20] - [-] 161 th iter: Global minimum: 4.150403 (estimated lower bound: 2.816503). Number of funcation evaluation: 1631, found largest slope: 721.8604736328125
[2022/08/16 08:21:20] - [-] 162 th iter: Global minimum: 4.150403 (estimated lower bound: 2.816503). Number of funcation evaluation: 1639, found largest slope: 721.8604736328125
[2022/08/16 08:21:20] - [-] 163 th iter: Global minimum: 4.150403 (estimated lower bound: 2.816503). Number of funcation evaluation: 1645, found largest slope: 721.8604736328125
[2022/08/16 08:21:20] - [-] 164 th iter: Global minimum: 4.150403 (estimated lower bound: 2.816503). Number of funcation evaluation: 1651, found largest slope: 721.8604736328125
[2022/08/16 08:21:20] - [-] 165 th iter: Global minimum: 4.150403 (estimated lower bound: 2.816503). Number of funcation evaluation: 1665, found largest slope: 721.8604736328125
[2022/08/16 08:21:20] - [-] 166 th iter: Global minimum: 4.150403 (estimated lower bound: 2.816503). Number of funcation evaluation: 1671, found largest slope: 721.8604736328125
[2022/08/16 08:21:20] - [-] 167 th iter: Global minimum: 4.150403 (estimated lower bound: 2.816503). Number of funcation evaluation: 1681, found largest slope: 721.8604736328125
[2022/08/16 08:21:20] - [-] 168 th iter: Global minimum: 4.150403 (estimated lower bound: 2.816503). Number of funcation evaluation: 1689, found largest slope: 721.8604736328125
[2022/08/16 08:21:20] - [-] 169 th iter: Global minimum: 4.150403 (estimated lower bound: 2.816503). Number of funcation evaluation: 1699, found largest slope: 721.8604736328125
[2022/08/16 08:21:20] - [-] 170 th iter: Global minimum: 4.150403 (estimated lower bound: 2.816503). Number of funcation evaluation: 1705, found largest slope: 721.8604736328125
