[2022/08/16 08:17:34] - [-] 1 th iter: Global minimum: 5.286864 (estimated lower bound: -1.415185). Number of funcation evaluation: 5, found largest slope: 14.925583839416504
[2022/08/16 08:17:35] - [-] 58 th iter: Global minimum: 4.269334 (estimated lower bound: 4.148301). Number of funcation evaluation: 297, found largest slope: 589.48779296875
[2022/08/16 08:17:35] - [-] 59 th iter: Global minimum: 4.269334 (estimated lower bound: 4.148301). Number of funcation evaluation: 305, found largest slope: 589.48779296875
[2022/08/16 08:17:35] - [-] 60 th iter: Global minimum: 4.269334 (estimated lower bound: 4.148301). Number of funcation evaluation: 309, found largest slope: 589.48779296875
[2022/08/16 08:17:35] - [-] 61 th iter: Global minimum: 4.269334 (estimated lower bound: 4.148301). Number of funcation evaluation: 313, found largest slope: 589.48779296875
[2022/08/16 08:17:35] - [-] 62 th iter: Global minimum: 4.269334 (estimated lower bound: 4.148301). Number of funcation evaluation: 315, found largest slope: 589.48779296875
[2022/08/16 08:17:35] - [-] 63 th iter: Global minimum: 4.269334 (estimated lower bound: 4.148301). Number of funcation evaluation: 317, found largest slope: 589.48779296875
[2022/08/16 08:17:35] - [-] 64 th iter: Global minimum: 4.269334 (estimated lower bound: 4.148301). Number of funcation evaluation: 321, found largest slope: 589.48779296875
[2022/08/16 08:17:35] - [-] 65 th iter: Global minimum: 4.269334 (estimated lower bound: 4.148301). Number of funcation evaluation: 325, found largest slope: 589.48779296875
[2022/08/16 08:17:35] - [-] 66 th iter: Global minimum: 4.269334 (estimated lower bound: 4.148301). Number of funcation evaluation: 327, found largest slope: 589.48779296875
[2022/08/16 08:17:35] - [-] 67 th iter: Global minimum: 4.269334 (estimated lower bound: 4.148301). Number of funcation evaluation: 329, found largest slope: 589.48779296875
[2022/08/16 08:17:35] - [-] 68 th iter: Global minimum: 4.156003 (estimated lower bound: -5.647637). Number of funcation evaluation: 335, found largest slope: 589.48779296875
[2022/08/16 08:17:35] - [-] 69 th iter: Global minimum: 4.156003 (estimated lower bound: 0.888123). Number of funcation evaluation: 341, found largest slope: 589.48779296875
[2022/08/16 08:17:35] - [-] 70 th iter: Global minimum: 4.149163 (estimated lower bound: 0.881283). Number of funcation evaluation: 347, found largest slope: 589.48779296875
[2022/08/16 08:17:35] - [-] 71 th iter: Global minimum: 4.149163 (estimated lower bound: 3.059870). Number of funcation evaluation: 351, found largest slope: 589.48779296875
[2022/08/16 08:17:35] - [-] 72 th iter: Global minimum: 4.149163 (estimated lower bound: 3.648625). Number of funcation evaluation: 361, found largest slope: 812.6213989257812
[2022/08/16 08:17:35] - [-] 73 th iter: Global minimum: 4.142973 (estimated lower bound: 3.642435). Number of funcation evaluation: 369, found largest slope: 812.6213989257812
[2022/08/16 08:17:35] - [-] 74 th iter: Global minimum: 4.139199 (estimated lower bound: 3.972353). Number of funcation evaluation: 377, found largest slope: 812.6213989257812
[2022/08/16 08:17:35] - [-] 75 th iter: Global minimum: 4.139199 (estimated lower bound: 3.972353). Number of funcation evaluation: 381, found largest slope: 812.6213989257812
[2022/08/16 08:17:35] - [-] 76 th iter: Global minimum: 4.139199 (estimated lower bound: 3.972353). Number of funcation evaluation: 391, found largest slope: 812.6213989257812
[2022/08/16 08:17:35] - [-] 77 th iter: Global minimum: 4.139199 (estimated lower bound: 3.972353). Number of funcation evaluation: 395, found largest slope: 812.6213989257812
[2022/08/16 08:17:35] - [-] 78 th iter: Global minimum: 4.139199 (estimated lower bound: 3.972353). Number of funcation evaluation: 401, found largest slope: 812.6213989257812
[2022/08/16 08:17:35] - [-] 79 th iter: Global minimum: 4.139199 (estimated lower bound: 3.972353). Number of funcation evaluation: 407, found largest slope: 812.6213989257812
[2022/08/16 08:17:35] - [-] 80 th iter: Global minimum: 4.139199 (estimated lower bound: 3.972353). Number of funcation evaluation: 413, found largest slope: 812.6213989257812
[2022/08/16 08:17:35] - [-] 81 th iter: Global minimum: 4.139199 (estimated lower bound: 3.972353). Number of funcation evaluation: 417, found largest slope: 812.6213989257812
[2022/08/16 08:17:35] - [-] 82 th iter: Global minimum: 4.139199 (estimated lower bound: 3.972353). Number of funcation evaluation: 425, found largest slope: 812.6213989257812
[2022/08/16 08:17:36] - [-] 83 th iter: Global minimum: 4.139199 (estimated lower bound: 3.972353). Number of funcation evaluation: 429, found largest slope: 812.6213989257812
[2022/08/16 08:17:36] - [-] 84 th iter: Global minimum: 4.139199 (estimated lower bound: 3.972353). Number of funcation evaluation: 431, found largest slope: 812.6213989257812
[2022/08/16 08:17:36] - [-] 85 th iter: Global minimum: 4.139199 (estimated lower bound: 3.972353). Number of funcation evaluation: 433, found largest slope: 812.6213989257812
[2022/08/16 08:17:36] - [-] 86 th iter: Global minimum: 4.139199 (estimated lower bound: 3.972353). Number of funcation evaluation: 441, found largest slope: 812.6213989257812
[2022/08/16 08:17:36] - [-] 87 th iter: Global minimum: 4.139199 (estimated lower bound: 3.972353). Number of funcation evaluation: 447, found largest slope: 812.6213989257812
[2022/08/16 08:17:36] - [-] 88 th iter: Global minimum: 4.139199 (estimated lower bound: 3.972353). Number of funcation evaluation: 449, found largest slope: 812.6213989257812
[2022/08/16 08:17:36] - [-] 89 th iter: Global minimum: 4.139199 (estimated lower bound: 3.972353). Number of funcation evaluation: 451, found largest slope: 812.6213989257812
[2022/08/16 08:17:36] - [-] 90 th iter: Global minimum: 4.139199 (estimated lower bound: 3.972353). Number of funcation evaluation: 455, found largest slope: 812.6213989257812
[2022/08/16 08:17:36] - [-] 91 th iter: Global minimum: 4.139199 (estimated lower bound: 3.972353). Number of funcation evaluation: 457, found largest slope: 812.6213989257812
[2022/08/16 08:17:36] - [-] 92 th iter: Global minimum: 4.139199 (estimated lower bound: 3.972353). Number of funcation evaluation: 459, found largest slope: 812.6213989257812
[2022/08/16 08:17:36] - [-] 93 th iter: Global minimum: 4.139199 (estimated lower bound: 3.972353). Number of funcation evaluation: 463, found largest slope: 812.6213989257812
[2022/08/16 08:17:36] - [-] 94 th iter: Global minimum: 4.139199 (estimated lower bound: 3.972353). Number of funcation evaluation: 465, found largest slope: 812.6213989257812
[2022/08/16 08:17:36] - [-] 95 th iter: Global minimum: 4.139199 (estimated lower bound: 3.972353). Number of funcation evaluation: 469, found largest slope: 812.6213989257812
[2022/08/16 08:17:36] - [-] 96 th iter: Global minimum: 4.139199 (estimated lower bound: 3.972353). Number of funcation evaluation: 471, found largest slope: 812.6213989257812
[2022/08/16 08:17:36] - [-] 97 th iter: Global minimum: 4.139199 (estimated lower bound: 3.972353). Number of funcation evaluation: 473, found largest slope: 812.6213989257812
[2022/08/16 08:17:36] - [-] 98 th iter: Global minimum: 4.139199 (estimated lower bound: 3.972353). Number of funcation evaluation: 477, found largest slope: 812.6213989257812
[2022/08/16 08:17:36] - [-] 99 th iter: Global minimum: 4.139199 (estimated lower bound: 3.972353). Number of funcation evaluation: 479, found largest slope: 812.6213989257812
[2022/08/16 08:17:36] - [-] 100 th iter: Global minimum: 4.139199 (estimated lower bound: 3.972353). Number of funcation evaluation: 481, found largest slope: 812.6213989257812
[2022/08/16 08:17:36] - [-] 101 th iter: Global minimum: 4.139199 (estimated lower bound: 3.972353). Number of funcation evaluation: 483, found largest slope: 812.6213989257812
[2022/08/16 08:17:36] - [-] 102 th iter: Global minimum: 4.139199 (estimated lower bound: 3.972353). Number of funcation evaluation: 491, found largest slope: 812.6213989257812
[2022/08/16 08:17:36] - [-] 103 th iter: Global minimum: 4.139199 (estimated lower bound: 3.972353). Number of funcation evaluation: 493, found largest slope: 812.6213989257812
[2022/08/16 08:17:36] - [-] 104 th iter: Global minimum: 4.139199 (estimated lower bound: 3.972353). Number of funcation evaluation: 497, found largest slope: 812.6213989257812
[2022/08/16 08:17:36] - [-] 105 th iter: Global minimum: 4.139199 (estimated lower bound: 3.972353). Number of funcation evaluation: 499, found largest slope: 812.6213989257812
[2022/08/16 08:17:36] - [-] 106 th iter: Global minimum: 4.139199 (estimated lower bound: 3.972353). Number of funcation evaluation: 501, found largest slope: 812.6213989257812
[2022/08/16 08:17:36] - [-] 107 th iter: Global minimum: 4.139199 (estimated lower bound: 3.972353). Number of funcation evaluation: 509, found largest slope: 812.6213989257812
[2022/08/16 08:17:36] - [-] 108 th iter: Global minimum: 4.139199 (estimated lower bound: 3.972353). Number of funcation evaluation: 513, found largest slope: 812.6213989257812
[2022/08/16 08:17:36] - [-] 109 th iter: Global minimum: 4.139199 (estimated lower bound: 3.972353). Number of funcation evaluation: 515, found largest slope: 812.6213989257812
[2022/08/16 08:17:36] - [-] 110 th iter: Global minimum: 4.139199 (estimated lower bound: 3.972353). Number of funcation evaluation: 523, found largest slope: 812.6213989257812
[2022/08/16 08:17:36] - [-] 111 th iter: Global minimum: 4.139199 (estimated lower bound: 3.972353). Number of funcation evaluation: 527, found largest slope: 812.6213989257812
[2022/08/16 08:17:36] - [-] 112 th iter: Global minimum: 4.139199 (estimated lower bound: 3.972353). Number of funcation evaluation: 529, found largest slope: 812.6213989257812
[2022/08/16 08:17:36] - [-] 113 th iter: Global minimum: 4.139199 (estimated lower bound: 3.972353). Number of funcation evaluation: 533, found largest slope: 812.6213989257812
[2022/08/16 08:17:36] - [-] 114 th iter: Global minimum: 4.139199 (estimated lower bound: 3.972353). Number of funcation evaluation: 535, found largest slope: 812.6213989257812
[2022/08/16 08:17:36] - [-] 115 th iter: Global minimum: 4.139199 (estimated lower bound: 3.972353). Number of funcation evaluation: 539, found largest slope: 812.6213989257812
[2022/08/16 08:17:36] - [-] 116 th iter: Global minimum: 4.139199 (estimated lower bound: 3.972353). Number of funcation evaluation: 541, found largest slope: 812.6213989257812
[2022/08/16 08:17:36] - [-] 117 th iter: Global minimum: 4.139199 (estimated lower bound: 3.972353). Number of funcation evaluation: 543, found largest slope: 812.6213989257812
[2022/08/16 08:17:36] - [-] 118 th iter: Global minimum: 4.139199 (estimated lower bound: 3.972353). Number of funcation evaluation: 545, found largest slope: 812.6213989257812
[2022/08/16 08:17:36] - [-] 119 th iter: Global minimum: 4.139199 (estimated lower bound: 3.972353). Number of funcation evaluation: 549, found largest slope: 812.6213989257812
[2022/08/16 08:17:36] - [-] 120 th iter: Global minimum: 4.139199 (estimated lower bound: 3.972353). Number of funcation evaluation: 557, found largest slope: 812.6213989257812
[2022/08/16 08:17:36] - [-] 121 th iter: Global minimum: 4.139199 (estimated lower bound: 3.972353). Number of funcation evaluation: 559, found largest slope: 812.6213989257812
[2022/08/16 08:17:36] - [-] 122 th iter: Global minimum: 4.139199 (estimated lower bound: 3.972353). Number of funcation evaluation: 563, found largest slope: 812.6213989257812
[2022/08/16 08:17:36] - [-] 123 th iter: Global minimum: 4.139199 (estimated lower bound: 3.972353). Number of funcation evaluation: 567, found largest slope: 812.6213989257812
[2022/08/16 08:17:36] - [-] 124 th iter: Global minimum: 4.139199 (estimated lower bound: 3.972353). Number of funcation evaluation: 569, found largest slope: 812.6213989257812
[2022/08/16 08:17:36] - [-] 125 th iter: Global minimum: 4.139199 (estimated lower bound: 3.972353). Number of funcation evaluation: 575, found largest slope: 812.6213989257812
[2022/08/16 08:17:36] - [-] 126 th iter: Global minimum: 4.139199 (estimated lower bound: 3.972353). Number of funcation evaluation: 579, found largest slope: 812.6213989257812
[2022/08/16 08:17:36] - [-] 127 th iter: Global minimum: 4.139199 (estimated lower bound: 3.972353). Number of funcation evaluation: 581, found largest slope: 812.6213989257812
[2022/08/16 08:17:36] - [-] 128 th iter: Global minimum: 4.139199 (estimated lower bound: 3.972353). Number of funcation evaluation: 583, found largest slope: 812.6213989257812
[2022/08/16 08:17:36] - [-] 129 th iter: Global minimum: 4.139199 (estimated lower bound: 3.972353). Number of funcation evaluation: 585, found largest slope: 812.6213989257812
[2022/08/16 08:17:36] - [-] 130 th iter: Global minimum: 4.139199 (estimated lower bound: 3.972353). Number of funcation evaluation: 587, found largest slope: 812.6213989257812
[2022/08/16 08:17:36] - [-] 131 th iter: Global minimum: 4.139199 (estimated lower bound: 3.972353). Number of funcation evaluation: 589, found largest slope: 812.6213989257812
[2022/08/16 08:17:36] - [-] 132 th iter: Global minimum: 4.139199 (estimated lower bound: 3.972353). Number of funcation evaluation: 597, found largest slope: 812.6213989257812
[2022/08/16 08:17:36] - [-] 133 th iter: Global minimum: 4.139199 (estimated lower bound: 3.972353). Number of funcation evaluation: 601, found largest slope: 812.6213989257812
[2022/08/16 08:17:36] - [-] 134 th iter: Global minimum: 4.139199 (estimated lower bound: 3.972353). Number of funcation evaluation: 603, found largest slope: 812.6213989257812
[2022/08/16 08:17:36] - [-] 135 th iter: Global minimum: 4.139199 (estimated lower bound: 3.972353). Number of funcation evaluation: 605, found largest slope: 812.6213989257812
[2022/08/16 08:17:36] - [-] 136 th iter: Global minimum: 4.139199 (estimated lower bound: 3.972353). Number of funcation evaluation: 609, found largest slope: 812.6213989257812
[2022/08/16 08:17:36] - [-] 137 th iter: Global minimum: 4.139199 (estimated lower bound: 3.972353). Number of funcation evaluation: 611, found largest slope: 812.6213989257812
[2022/08/16 08:17:36] - [-] 138 th iter: Global minimum: 4.139199 (estimated lower bound: 3.972353). Number of funcation evaluation: 613, found largest slope: 812.6213989257812
[2022/08/16 08:17:36] - [-] 139 th iter: Global minimum: 4.139199 (estimated lower bound: 3.972353). Number of funcation evaluation: 623, found largest slope: 812.6213989257812
[2022/08/16 08:17:36] - [-] 140 th iter: Global minimum: 4.139199 (estimated lower bound: 3.972353). Number of funcation evaluation: 625, found largest slope: 812.6213989257812
[2022/08/16 08:17:37] - [-] 141 th iter: Global minimum: 4.139199 (estimated lower bound: 3.972353). Number of funcation evaluation: 631, found largest slope: 812.6213989257812
[2022/08/16 08:17:37] - [-] 142 th iter: Global minimum: 4.139199 (estimated lower bound: 3.972353). Number of funcation evaluation: 633, found largest slope: 812.6213989257812
[2022/08/16 08:17:37] - [-] 143 th iter: Global minimum: 4.139199 (estimated lower bound: 3.972353). Number of funcation evaluation: 637, found largest slope: 812.6213989257812
[2022/08/16 08:17:37] - [-] 144 th iter: Global minimum: 4.139199 (estimated lower bound: 3.972353). Number of funcation evaluation: 639, found largest slope: 812.6213989257812
[2022/08/16 08:17:37] - [-] 145 th iter: Global minimum: 4.139199 (estimated lower bound: 3.972353). Number of funcation evaluation: 643, found largest slope: 812.6213989257812
[2022/08/16 08:17:37] - [-] 146 th iter: Global minimum: 4.139199 (estimated lower bound: 3.972353). Number of funcation evaluation: 645, found largest slope: 812.6213989257812
[2022/08/16 08:17:37] - [-] 147 th iter: Global minimum: 4.139199 (estimated lower bound: 3.972353). Number of funcation evaluation: 649, found largest slope: 812.6213989257812
[2022/08/16 08:17:37] - [-] 148 th iter: Global minimum: 4.139199 (estimated lower bound: 3.972353). Number of funcation evaluation: 651, found largest slope: 812.6213989257812
[2022/08/16 08:17:37] - [-] 149 th iter: Global minimum: 4.139199 (estimated lower bound: 3.972353). Number of funcation evaluation: 653, found largest slope: 812.6213989257812
[2022/08/16 08:17:37] - [-] 150 th iter: Global minimum: 4.139199 (estimated lower bound: 3.972353). Number of funcation evaluation: 661, found largest slope: 812.6213989257812
[2022/08/16 08:17:37] - [-] 151 th iter: Global minimum: 4.139199 (estimated lower bound: 3.972353). Number of funcation evaluation: 663, found largest slope: 812.6213989257812
[2022/08/16 08:17:37] - [-] 152 th iter: Global minimum: 4.139199 (estimated lower bound: 3.972353). Number of funcation evaluation: 665, found largest slope: 812.6213989257812
[2022/08/16 08:17:37] - [-] 153 th iter: Global minimum: 4.139199 (estimated lower bound: 3.972353). Number of funcation evaluation: 667, found largest slope: 812.6213989257812
[2022/08/16 08:17:37] - [-] 154 th iter: Global minimum: 4.139199 (estimated lower bound: 3.972353). Number of funcation evaluation: 671, found largest slope: 812.6213989257812
[2022/08/16 08:17:37] - [-] 155 th iter: Global minimum: 4.139199 (estimated lower bound: 3.972353). Number of funcation evaluation: 673, found largest slope: 812.6213989257812
[2022/08/16 08:17:37] - [-] 156 th iter: Global minimum: 4.139199 (estimated lower bound: 3.972353). Number of funcation evaluation: 677, found largest slope: 812.6213989257812
[2022/08/16 08:17:37] - [-] 157 th iter: Global minimum: 4.139199 (estimated lower bound: 3.972353). Number of funcation evaluation: 679, found largest slope: 812.6213989257812
[2022/08/16 08:17:37] - [-] 158 th iter: Global minimum: 4.139199 (estimated lower bound: 3.972353). Number of funcation evaluation: 683, found largest slope: 812.6213989257812
[2022/08/16 08:17:37] - [-] 159 th iter: Global minimum: 4.139199 (estimated lower bound: 3.972353). Number of funcation evaluation: 689, found largest slope: 812.6213989257812
[2022/08/16 08:17:37] - [-] 160 th iter: Global minimum: 4.139199 (estimated lower bound: 3.972353). Number of funcation evaluation: 693, found largest slope: 812.6213989257812
[2022/08/16 08:17:37] - [-] 161 th iter: Global minimum: 4.139199 (estimated lower bound: 3.972353). Number of funcation evaluation: 705, found largest slope: 812.6213989257812
[2022/08/16 08:17:37] - [-] 162 th iter: Global minimum: 4.139199 (estimated lower bound: 3.972353). Number of funcation evaluation: 709, found largest slope: 812.6213989257812
[2022/08/16 08:17:37] - [-] 163 th iter: Global minimum: 4.139199 (estimated lower bound: 3.972353). Number of funcation evaluation: 713, found largest slope: 812.6213989257812
[2022/08/16 08:17:37] - [-] 164 th iter: Global minimum: 4.139199 (estimated lower bound: 3.972353). Number of funcation evaluation: 717, found largest slope: 812.6213989257812
[2022/08/16 08:17:37] - [-] 165 th iter: Global minimum: 4.139199 (estimated lower bound: 3.972353). Number of funcation evaluation: 719, found largest slope: 812.6213989257812
[2022/08/16 08:17:37] - [-] 166 th iter: Global minimum: 4.139199 (estimated lower bound: 3.972353). Number of funcation evaluation: 723, found largest slope: 812.6213989257812
[2022/08/16 08:17:37] - [-] 167 th iter: Global minimum: 4.139199 (estimated lower bound: 3.972353). Number of funcation evaluation: 725, found largest slope: 812.6213989257812
[2022/08/16 08:17:37] - [-] 168 th iter: Global minimum: 4.139199 (estimated lower bound: 3.972353). Number of funcation evaluation: 727, found largest slope: 812.6213989257812
[2022/08/16 08:17:37] - [-] 169 th iter: Global minimum: 4.139199 (estimated lower bound: 3.972353). Number of funcation evaluation: 731, found largest slope: 812.6213989257812
[2022/08/16 08:17:37] - [-] 170 th iter: Global minimum: 4.139199 (estimated lower bound: 3.972353). Number of funcation evaluation: 733, found largest slope: 812.6213989257812
[2022/08/16 08:17:37] - [-] 171 th iter: Global minimum: 4.139199 (estimated lower bound: 3.972353). Number of funcation evaluation: 735, found largest slope: 812.6213989257812
[2022/08/16 08:17:37] - [-] 172 th iter: Global minimum: 4.139199 (estimated lower bound: 3.972353). Number of funcation evaluation: 741, found largest slope: 812.6213989257812
