[2022/08/16 08:18:31] - [-] 1 th iter: Global minimum: 5.286864 (estimated lower bound: -1.415185). Number of funcation evaluation: 5, found largest slope: 14.925583839416504
[2022/08/16 08:18:32] - [-] 40 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 319, found largest slope: 722.4618530273438
[2022/08/16 08:18:32] - [-] 41 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 323, found largest slope: 722.4618530273438
[2022/08/16 08:18:32] - [-] 42 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 329, found largest slope: 722.4618530273438
[2022/08/16 08:18:32] - [-] 43 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 333, found largest slope: 722.4618530273438
[2022/08/16 08:18:32] - [-] 44 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 337, found largest slope: 722.4618530273438
[2022/08/16 08:18:32] - [-] 45 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 345, found largest slope: 722.4618530273438
[2022/08/16 08:18:32] - [-] 46 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 349, found largest slope: 722.4618530273438
[2022/08/16 08:18:32] - [-] 47 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 357, found largest slope: 722.4618530273438
[2022/08/16 08:18:32] - [-] 48 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 361, found largest slope: 722.4618530273438
[2022/08/16 08:18:32] - [-] 49 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 365, found largest slope: 722.4618530273438
[2022/08/16 08:18:33] - [-] 50 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 373, found largest slope: 722.4618530273438
[2022/08/16 08:18:33] - [-] 51 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 377, found largest slope: 722.4618530273438
[2022/08/16 08:18:33] - [-] 52 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 383, found largest slope: 722.4618530273438
[2022/08/16 08:18:33] - [-] 53 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 387, found largest slope: 722.4618530273438
[2022/08/16 08:18:33] - [-] 54 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 395, found largest slope: 722.4618530273438
[2022/08/16 08:18:33] - [-] 55 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 399, found largest slope: 722.4618530273438
[2022/08/16 08:18:33] - [-] 56 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 403, found largest slope: 722.4618530273438
[2022/08/16 08:18:33] - [-] 57 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 409, found largest slope: 722.4618530273438
[2022/08/16 08:18:33] - [-] 58 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 413, found largest slope: 722.4618530273438
[2022/08/16 08:18:33] - [-] 59 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 419, found largest slope: 722.4618530273438
[2022/08/16 08:18:33] - [-] 60 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 423, found largest slope: 722.4618530273438
[2022/08/16 08:18:33] - [-] 61 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 427, found largest slope: 722.4618530273438
[2022/08/16 08:18:33] - [-] 62 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 435, found largest slope: 722.4618530273438
[2022/08/16 08:18:33] - [-] 63 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 439, found largest slope: 722.4618530273438
[2022/08/16 08:18:33] - [-] 64 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 445, found largest slope: 722.4618530273438
[2022/08/16 08:18:33] - [-] 65 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 451, found largest slope: 722.4618530273438
[2022/08/16 08:18:33] - [-] 66 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 459, found largest slope: 722.4618530273438
[2022/08/16 08:18:33] - [-] 67 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 465, found largest slope: 722.4618530273438
[2022/08/16 08:18:33] - [-] 68 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 477, found largest slope: 722.4618530273438
[2022/08/16 08:18:33] - [-] 69 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 481, found largest slope: 722.4618530273438
[2022/08/16 08:18:33] - [-] 70 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 493, found largest slope: 722.4618530273438
[2022/08/16 08:18:33] - [-] 71 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 499, found largest slope: 722.4618530273438
[2022/08/16 08:18:33] - [-] 72 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 505, found largest slope: 722.4618530273438
[2022/08/16 08:18:33] - [-] 73 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 511, found largest slope: 722.4618530273438
[2022/08/16 08:18:33] - [-] 74 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 515, found largest slope: 722.4618530273438
[2022/08/16 08:18:33] - [-] 75 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 525, found largest slope: 722.4618530273438
[2022/08/16 08:18:33] - [-] 76 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 529, found largest slope: 722.4618530273438
[2022/08/16 08:18:33] - [-] 77 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 537, found largest slope: 722.4618530273438
[2022/08/16 08:18:33] - [-] 78 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 549, found largest slope: 722.4618530273438
[2022/08/16 08:18:33] - [-] 79 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 553, found largest slope: 722.4618530273438
[2022/08/16 08:18:33] - [-] 80 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 561, found largest slope: 722.4618530273438
[2022/08/16 08:18:33] - [-] 81 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 565, found largest slope: 722.4618530273438
[2022/08/16 08:18:33] - [-] 82 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 571, found largest slope: 722.4618530273438
[2022/08/16 08:18:33] - [-] 83 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 577, found largest slope: 722.4618530273438
[2022/08/16 08:18:33] - [-] 84 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 581, found largest slope: 722.4618530273438
[2022/08/16 08:18:33] - [-] 85 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 593, found largest slope: 722.4618530273438
[2022/08/16 08:18:33] - [-] 86 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 597, found largest slope: 722.4618530273438
[2022/08/16 08:18:33] - [-] 87 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 603, found largest slope: 722.4618530273438
[2022/08/16 08:18:33] - [-] 88 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 609, found largest slope: 722.4618530273438
[2022/08/16 08:18:33] - [-] 89 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 613, found largest slope: 722.4618530273438
[2022/08/16 08:18:33] - [-] 90 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 619, found largest slope: 722.4618530273438
[2022/08/16 08:18:33] - [-] 91 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 623, found largest slope: 722.4618530273438
[2022/08/16 08:18:33] - [-] 92 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 629, found largest slope: 722.4618530273438
[2022/08/16 08:18:33] - [-] 93 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 633, found largest slope: 722.4618530273438
[2022/08/16 08:18:33] - [-] 94 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 647, found largest slope: 722.4618530273438
[2022/08/16 08:18:34] - [-] 95 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 651, found largest slope: 722.4618530273438
[2022/08/16 08:18:34] - [-] 96 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 665, found largest slope: 722.4618530273438
[2022/08/16 08:18:34] - [-] 97 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 673, found largest slope: 722.4618530273438
[2022/08/16 08:18:34] - [-] 98 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 679, found largest slope: 722.4618530273438
[2022/08/16 08:18:34] - [-] 99 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 685, found largest slope: 722.4618530273438
[2022/08/16 08:18:34] - [-] 100 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 689, found largest slope: 722.4618530273438
[2022/08/16 08:18:34] - [-] 101 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 703, found largest slope: 722.4618530273438
[2022/08/16 08:18:34] - [-] 102 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 713, found largest slope: 722.4618530273438
[2022/08/16 08:18:34] - [-] 103 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 717, found largest slope: 722.4618530273438
[2022/08/16 08:18:34] - [-] 104 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 727, found largest slope: 722.4618530273438
[2022/08/16 08:18:34] - [-] 105 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 731, found largest slope: 722.4618530273438
[2022/08/16 08:18:34] - [-] 106 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 741, found largest slope: 722.4618530273438
[2022/08/16 08:18:34] - [-] 107 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 745, found largest slope: 722.4618530273438
[2022/08/16 08:18:34] - [-] 108 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 755, found largest slope: 722.4618530273438
[2022/08/16 08:18:34] - [-] 109 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 759, found largest slope: 722.4618530273438
[2022/08/16 08:18:34] - [-] 110 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 763, found largest slope: 722.4618530273438
[2022/08/16 08:18:34] - [-] 111 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 769, found largest slope: 722.4618530273438
[2022/08/16 08:18:34] - [-] 112 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 775, found largest slope: 722.4618530273438
[2022/08/16 08:18:34] - [-] 113 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 779, found largest slope: 722.4618530273438
[2022/08/16 08:18:34] - [-] 114 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 791, found largest slope: 722.4618530273438
[2022/08/16 08:18:34] - [-] 115 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 795, found largest slope: 722.4618530273438
[2022/08/16 08:18:34] - [-] 116 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 803, found largest slope: 722.4618530273438
[2022/08/16 08:18:34] - [-] 117 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 815, found largest slope: 722.4618530273438
[2022/08/16 08:18:34] - [-] 118 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 821, found largest slope: 722.4618530273438
[2022/08/16 08:18:34] - [-] 119 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 833, found largest slope: 722.4618530273438
[2022/08/16 08:18:34] - [-] 120 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 843, found largest slope: 722.4618530273438
[2022/08/16 08:18:34] - [-] 121 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 849, found largest slope: 722.4618530273438
[2022/08/16 08:18:34] - [-] 122 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 857, found largest slope: 722.4618530273438
[2022/08/16 08:18:34] - [-] 123 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 871, found largest slope: 722.4618530273438
[2022/08/16 08:18:34] - [-] 124 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 875, found largest slope: 722.4618530273438
[2022/08/16 08:18:34] - [-] 125 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 879, found largest slope: 722.4618530273438
[2022/08/16 08:18:34] - [-] 126 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 891, found largest slope: 722.4618530273438
[2022/08/16 08:18:34] - [-] 127 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 895, found largest slope: 722.4618530273438
[2022/08/16 08:18:34] - [-] 128 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 899, found largest slope: 722.4618530273438
[2022/08/16 08:18:34] - [-] 129 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 915, found largest slope: 722.4618530273438
[2022/08/16 08:18:35] - [-] 130 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 921, found largest slope: 722.4618530273438
[2022/08/16 08:18:35] - [-] 131 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 925, found largest slope: 722.4618530273438
[2022/08/16 08:18:35] - [-] 132 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 933, found largest slope: 722.4618530273438
[2022/08/16 08:18:35] - [-] 133 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 943, found largest slope: 722.4618530273438
[2022/08/16 08:18:35] - [-] 134 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 951, found largest slope: 722.4618530273438
[2022/08/16 08:18:35] - [-] 135 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 955, found largest slope: 722.4618530273438
[2022/08/16 08:18:35] - [-] 136 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 963, found largest slope: 722.4618530273438
[2022/08/16 08:18:35] - [-] 137 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 967, found largest slope: 722.4618530273438
[2022/08/16 08:18:35] - [-] 138 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 975, found largest slope: 722.4618530273438
[2022/08/16 08:18:35] - [-] 139 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 981, found largest slope: 722.4618530273438
[2022/08/16 08:18:35] - [-] 140 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 987, found largest slope: 722.4618530273438
[2022/08/16 08:18:35] - [-] 141 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 997, found largest slope: 722.4618530273438
[2022/08/16 08:18:35] - [-] 142 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 1005, found largest slope: 722.4618530273438
[2022/08/16 08:18:35] - [-] 143 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 1009, found largest slope: 722.4618530273438
[2022/08/16 08:18:35] - [-] 144 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 1013, found largest slope: 722.4618530273438
[2022/08/16 08:18:35] - [-] 145 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 1019, found largest slope: 722.4618530273438
[2022/08/16 08:18:35] - [-] 146 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 1023, found largest slope: 722.4618530273438
[2022/08/16 08:18:35] - [-] 147 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 1029, found largest slope: 722.4618530273438
[2022/08/16 08:18:35] - [-] 148 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 1033, found largest slope: 722.4618530273438
[2022/08/16 08:18:35] - [-] 149 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 1037, found largest slope: 722.4618530273438
[2022/08/16 08:18:35] - [-] 150 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 1045, found largest slope: 722.4618530273438
[2022/08/16 08:18:35] - [-] 151 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 1051, found largest slope: 722.4618530273438
[2022/08/16 08:18:35] - [-] 152 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 1057, found largest slope: 722.4618530273438
[2022/08/16 08:18:35] - [-] 153 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 1063, found largest slope: 722.4618530273438
[2022/08/16 08:18:35] - [-] 154 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 1069, found largest slope: 722.4618530273438
[2022/08/16 08:18:35] - [-] 155 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 1073, found largest slope: 722.4618530273438
[2022/08/16 08:18:35] - [-] 156 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 1081, found largest slope: 722.4618530273438
[2022/08/16 08:18:35] - [-] 157 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 1091, found largest slope: 722.4618530273438
[2022/08/16 08:18:35] - [-] 158 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 1095, found largest slope: 722.4618530273438
[2022/08/16 08:18:35] - [-] 159 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 1105, found largest slope: 722.4618530273438
[2022/08/16 08:18:35] - [-] 160 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 1111, found largest slope: 722.4618530273438
[2022/08/16 08:18:35] - [-] 161 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 1117, found largest slope: 722.4618530273438
[2022/08/16 08:18:35] - [-] 162 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 1123, found largest slope: 722.4618530273438
[2022/08/16 08:18:35] - [-] 163 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 1129, found largest slope: 722.4618530273438
[2022/08/16 08:18:35] - [-] 164 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 1135, found largest slope: 722.4618530273438
[2022/08/16 08:18:35] - [-] 165 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 1139, found largest slope: 722.4618530273438
[2022/08/16 08:18:35] - [-] 166 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 1153, found largest slope: 722.4618530273438
[2022/08/16 08:18:35] - [-] 167 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 1159, found largest slope: 722.4618530273438
[2022/08/16 08:18:35] - [-] 168 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 1171, found largest slope: 722.4618530273438
[2022/08/16 08:18:35] - [-] 169 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 1175, found largest slope: 722.4618530273438
[2022/08/16 08:18:35] - [-] 170 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 1181, found largest slope: 722.4618530273438
[2022/08/16 08:18:35] - [-] 171 th iter: Global minimum: 4.150485 (estimated lower bound: 2.815474). Number of funcation evaluation: 1187, found largest slope: 722.4618530273438
