[2022/08/16 08:16:54] - [-] 1 th iter: Global minimum: 5.286864 (estimated lower bound: -1.415185). Number of funcation evaluation: 5, found largest slope: 14.925583839416504
[2022/08/16 08:16:56] - [-] 60 th iter: Global minimum: 4.280826 (estimated lower bound: 3.917728). Number of funcation evaluation: 279, found largest slope: 589.48779296875
[2022/08/16 08:16:56] - [-] 61 th iter: Global minimum: 4.280826 (estimated lower bound: 3.917728). Number of funcation evaluation: 287, found largest slope: 589.48779296875
[2022/08/16 08:16:56] - [-] 62 th iter: Global minimum: 4.280826 (estimated lower bound: 3.917728). Number of funcation evaluation: 291, found largest slope: 589.48779296875
[2022/08/16 08:16:56] - [-] 63 th iter: Global minimum: 4.280826 (estimated lower bound: 3.917728). Number of funcation evaluation: 293, found largest slope: 589.48779296875
[2022/08/16 08:16:56] - [-] 64 th iter: Global minimum: 4.280826 (estimated lower bound: 3.917728). Number of funcation evaluation: 297, found largest slope: 589.48779296875
[2022/08/16 08:16:56] - [-] 65 th iter: Global minimum: 4.280826 (estimated lower bound: 3.917728). Number of funcation evaluation: 301, found largest slope: 589.48779296875
[2022/08/16 08:16:56] - [-] 66 th iter: Global minimum: 4.280826 (estimated lower bound: 3.917728). Number of funcation evaluation: 303, found largest slope: 589.48779296875
[2022/08/16 08:16:56] - [-] 67 th iter: Global minimum: 4.280826 (estimated lower bound: 3.917728). Number of funcation evaluation: 305, found largest slope: 589.48779296875
[2022/08/16 08:16:56] - [-] 68 th iter: Global minimum: 4.156003 (estimated lower bound: -5.647637). Number of funcation evaluation: 311, found largest slope: 589.48779296875
[2022/08/16 08:16:56] - [-] 69 th iter: Global minimum: 4.156003 (estimated lower bound: 0.888123). Number of funcation evaluation: 317, found largest slope: 589.48779296875
[2022/08/16 08:16:56] - [-] 70 th iter: Global minimum: 4.149163 (estimated lower bound: 0.881283). Number of funcation evaluation: 323, found largest slope: 589.48779296875
[2022/08/16 08:16:56] - [-] 71 th iter: Global minimum: 4.149163 (estimated lower bound: 3.059870). Number of funcation evaluation: 327, found largest slope: 589.48779296875
[2022/08/16 08:16:56] - [-] 72 th iter: Global minimum: 4.149163 (estimated lower bound: 3.648625). Number of funcation evaluation: 337, found largest slope: 812.6213989257812
[2022/08/16 08:16:56] - [-] 73 th iter: Global minimum: 4.149163 (estimated lower bound: 3.648625). Number of funcation evaluation: 341, found largest slope: 812.6213989257812
[2022/08/16 08:16:56] - [-] 74 th iter: Global minimum: 4.149163 (estimated lower bound: 3.648625). Number of funcation evaluation: 347, found largest slope: 812.6213989257812
[2022/08/16 08:16:56] - [-] 75 th iter: Global minimum: 4.149163 (estimated lower bound: 3.648625). Number of funcation evaluation: 351, found largest slope: 812.6213989257812
[2022/08/16 08:16:56] - [-] 76 th iter: Global minimum: 4.149163 (estimated lower bound: 3.648625). Number of funcation evaluation: 361, found largest slope: 812.6213989257812
[2022/08/16 08:16:56] - [-] 77 th iter: Global minimum: 4.149163 (estimated lower bound: 3.648625). Number of funcation evaluation: 365, found largest slope: 812.6213989257812
[2022/08/16 08:16:56] - [-] 78 th iter: Global minimum: 4.149163 (estimated lower bound: 3.648625). Number of funcation evaluation: 367, found largest slope: 812.6213989257812
[2022/08/16 08:16:56] - [-] 79 th iter: Global minimum: 4.149163 (estimated lower bound: 3.648625). Number of funcation evaluation: 371, found largest slope: 812.6213989257812
[2022/08/16 08:16:56] - [-] 80 th iter: Global minimum: 4.149163 (estimated lower bound: 3.648625). Number of funcation evaluation: 373, found largest slope: 812.6213989257812
[2022/08/16 08:16:56] - [-] 81 th iter: Global minimum: 4.149163 (estimated lower bound: 3.648625). Number of funcation evaluation: 375, found largest slope: 812.6213989257812
[2022/08/16 08:16:56] - [-] 82 th iter: Global minimum: 4.149163 (estimated lower bound: 3.648625). Number of funcation evaluation: 379, found largest slope: 812.6213989257812
[2022/08/16 08:16:56] - [-] 83 th iter: Global minimum: 4.149163 (estimated lower bound: 3.648625). Number of funcation evaluation: 381, found largest slope: 812.6213989257812
[2022/08/16 08:16:56] - [-] 84 th iter: Global minimum: 4.149163 (estimated lower bound: 3.648625). Number of funcation evaluation: 383, found largest slope: 812.6213989257812
[2022/08/16 08:16:56] - [-] 85 th iter: Global minimum: 4.149163 (estimated lower bound: 3.648625). Number of funcation evaluation: 385, found largest slope: 812.6213989257812
[2022/08/16 08:16:56] - [-] 86 th iter: Global minimum: 4.149163 (estimated lower bound: 3.648625). Number of funcation evaluation: 389, found largest slope: 812.6213989257812
[2022/08/16 08:16:56] - [-] 87 th iter: Global minimum: 4.149163 (estimated lower bound: 3.648625). Number of funcation evaluation: 393, found largest slope: 812.6213989257812
[2022/08/16 08:16:56] - [-] 88 th iter: Global minimum: 4.149163 (estimated lower bound: 3.648625). Number of funcation evaluation: 395, found largest slope: 812.6213989257812
[2022/08/16 08:16:56] - [-] 89 th iter: Global minimum: 4.149163 (estimated lower bound: 3.648625). Number of funcation evaluation: 397, found largest slope: 812.6213989257812
[2022/08/16 08:16:56] - [-] 90 th iter: Global minimum: 4.149163 (estimated lower bound: 3.648625). Number of funcation evaluation: 401, found largest slope: 812.6213989257812
[2022/08/16 08:16:56] - [-] 91 th iter: Global minimum: 4.149163 (estimated lower bound: 3.648625). Number of funcation evaluation: 403, found largest slope: 812.6213989257812
[2022/08/16 08:16:56] - [-] 92 th iter: Global minimum: 4.149163 (estimated lower bound: 3.648625). Number of funcation evaluation: 405, found largest slope: 812.6213989257812
[2022/08/16 08:16:56] - [-] 93 th iter: Global minimum: 4.149163 (estimated lower bound: 3.648625). Number of funcation evaluation: 409, found largest slope: 812.6213989257812
[2022/08/16 08:16:56] - [-] 94 th iter: Global minimum: 4.149163 (estimated lower bound: 3.648625). Number of funcation evaluation: 411, found largest slope: 812.6213989257812
[2022/08/16 08:16:56] - [-] 95 th iter: Global minimum: 4.149163 (estimated lower bound: 3.648625). Number of funcation evaluation: 415, found largest slope: 812.6213989257812
[2022/08/16 08:16:56] - [-] 96 th iter: Global minimum: 4.149163 (estimated lower bound: 3.648625). Number of funcation evaluation: 417, found largest slope: 812.6213989257812
[2022/08/16 08:16:56] - [-] 97 th iter: Global minimum: 4.149163 (estimated lower bound: 3.648625). Number of funcation evaluation: 419, found largest slope: 812.6213989257812
[2022/08/16 08:16:56] - [-] 98 th iter: Global minimum: 4.149163 (estimated lower bound: 3.648625). Number of funcation evaluation: 423, found largest slope: 812.6213989257812
[2022/08/16 08:16:56] - [-] 99 th iter: Global minimum: 4.149163 (estimated lower bound: 3.648625). Number of funcation evaluation: 425, found largest slope: 812.6213989257812
[2022/08/16 08:16:56] - [-] 100 th iter: Global minimum: 4.149163 (estimated lower bound: 3.648625). Number of funcation evaluation: 427, found largest slope: 812.6213989257812
[2022/08/16 08:16:56] - [-] 101 th iter: Global minimum: 4.149163 (estimated lower bound: 3.648625). Number of funcation evaluation: 429, found largest slope: 812.6213989257812
[2022/08/16 08:16:56] - [-] 102 th iter: Global minimum: 4.149163 (estimated lower bound: 3.648625). Number of funcation evaluation: 433, found largest slope: 812.6213989257812
[2022/08/16 08:16:56] - [-] 103 th iter: Global minimum: 4.149163 (estimated lower bound: 3.648625). Number of funcation evaluation: 435, found largest slope: 812.6213989257812
[2022/08/16 08:16:56] - [-] 104 th iter: Global minimum: 4.149163 (estimated lower bound: 3.648625). Number of funcation evaluation: 439, found largest slope: 812.6213989257812
[2022/08/16 08:16:56] - [-] 105 th iter: Global minimum: 4.149163 (estimated lower bound: 3.648625). Number of funcation evaluation: 441, found largest slope: 812.6213989257812
[2022/08/16 08:16:56] - [-] 106 th iter: Global minimum: 4.149163 (estimated lower bound: 3.648625). Number of funcation evaluation: 443, found largest slope: 812.6213989257812
[2022/08/16 08:16:56] - [-] 107 th iter: Global minimum: 4.149163 (estimated lower bound: 3.648625). Number of funcation evaluation: 451, found largest slope: 812.6213989257812
[2022/08/16 08:16:56] - [-] 108 th iter: Global minimum: 4.149163 (estimated lower bound: 3.648625). Number of funcation evaluation: 453, found largest slope: 812.6213989257812
[2022/08/16 08:16:56] - [-] 109 th iter: Global minimum: 4.149163 (estimated lower bound: 3.648625). Number of funcation evaluation: 455, found largest slope: 812.6213989257812
[2022/08/16 08:16:56] - [-] 110 th iter: Global minimum: 4.149163 (estimated lower bound: 3.648625). Number of funcation evaluation: 459, found largest slope: 812.6213989257812
[2022/08/16 08:16:56] - [-] 111 th iter: Global minimum: 4.149163 (estimated lower bound: 3.648625). Number of funcation evaluation: 461, found largest slope: 812.6213989257812
[2022/08/16 08:16:56] - [-] 112 th iter: Global minimum: 4.149163 (estimated lower bound: 3.648625). Number of funcation evaluation: 463, found largest slope: 812.6213989257812
[2022/08/16 08:16:56] - [-] 113 th iter: Global minimum: 4.149163 (estimated lower bound: 3.648625). Number of funcation evaluation: 465, found largest slope: 812.6213989257812
[2022/08/16 08:16:56] - [-] 114 th iter: Global minimum: 4.149163 (estimated lower bound: 3.648625). Number of funcation evaluation: 467, found largest slope: 812.6213989257812
[2022/08/16 08:16:56] - [-] 115 th iter: Global minimum: 4.149163 (estimated lower bound: 3.648625). Number of funcation evaluation: 475, found largest slope: 812.6213989257812
[2022/08/16 08:16:56] - [-] 116 th iter: Global minimum: 4.149163 (estimated lower bound: 3.648625). Number of funcation evaluation: 479, found largest slope: 812.6213989257812
[2022/08/16 08:16:56] - [-] 117 th iter: Global minimum: 4.149163 (estimated lower bound: 3.648625). Number of funcation evaluation: 481, found largest slope: 812.6213989257812
[2022/08/16 08:16:56] - [-] 118 th iter: Global minimum: 4.149163 (estimated lower bound: 3.648625). Number of funcation evaluation: 487, found largest slope: 812.6213989257812
[2022/08/16 08:16:57] - [-] 119 th iter: Global minimum: 4.149163 (estimated lower bound: 3.648625). Number of funcation evaluation: 491, found largest slope: 812.6213989257812
[2022/08/16 08:16:57] - [-] 120 th iter: Global minimum: 4.149163 (estimated lower bound: 3.648625). Number of funcation evaluation: 497, found largest slope: 812.6213989257812
[2022/08/16 08:16:57] - [-] 121 th iter: Global minimum: 4.149163 (estimated lower bound: 3.648625). Number of funcation evaluation: 499, found largest slope: 812.6213989257812
[2022/08/16 08:16:57] - [-] 122 th iter: Global minimum: 4.149163 (estimated lower bound: 3.648625). Number of funcation evaluation: 501, found largest slope: 812.6213989257812
[2022/08/16 08:16:57] - [-] 123 th iter: Global minimum: 4.149163 (estimated lower bound: 3.648625). Number of funcation evaluation: 509, found largest slope: 812.6213989257812
[2022/08/16 08:16:57] - [-] 124 th iter: Global minimum: 4.149163 (estimated lower bound: 3.648625). Number of funcation evaluation: 513, found largest slope: 812.6213989257812
[2022/08/16 08:16:57] - [-] 125 th iter: Global minimum: 4.149163 (estimated lower bound: 3.648625). Number of funcation evaluation: 517, found largest slope: 812.6213989257812
[2022/08/16 08:16:57] - [-] 126 th iter: Global minimum: 4.149163 (estimated lower bound: 3.648625). Number of funcation evaluation: 521, found largest slope: 812.6213989257812
[2022/08/16 08:16:57] - [-] 127 th iter: Global minimum: 4.149163 (estimated lower bound: 3.648625). Number of funcation evaluation: 523, found largest slope: 812.6213989257812
[2022/08/16 08:16:57] - [-] 128 th iter: Global minimum: 4.149163 (estimated lower bound: 3.648625). Number of funcation evaluation: 525, found largest slope: 812.6213989257812
[2022/08/16 08:16:57] - [-] 129 th iter: Global minimum: 4.149163 (estimated lower bound: 3.648625). Number of funcation evaluation: 527, found largest slope: 812.6213989257812
[2022/08/16 08:16:57] - [-] 130 th iter: Global minimum: 4.149163 (estimated lower bound: 3.648625). Number of funcation evaluation: 529, found largest slope: 812.6213989257812
[2022/08/16 08:16:57] - [-] 131 th iter: Global minimum: 4.149163 (estimated lower bound: 3.648625). Number of funcation evaluation: 533, found largest slope: 812.6213989257812
[2022/08/16 08:16:57] - [-] 132 th iter: Global minimum: 4.149163 (estimated lower bound: 3.648625). Number of funcation evaluation: 541, found largest slope: 812.6213989257812
[2022/08/16 08:16:57] - [-] 133 th iter: Global minimum: 4.149163 (estimated lower bound: 3.648625). Number of funcation evaluation: 545, found largest slope: 812.6213989257812
[2022/08/16 08:16:57] - [-] 134 th iter: Global minimum: 4.149163 (estimated lower bound: 3.648625). Number of funcation evaluation: 547, found largest slope: 812.6213989257812
[2022/08/16 08:16:57] - [-] 135 th iter: Global minimum: 4.149163 (estimated lower bound: 3.648625). Number of funcation evaluation: 549, found largest slope: 812.6213989257812
[2022/08/16 08:16:57] - [-] 136 th iter: Global minimum: 4.149163 (estimated lower bound: 3.648625). Number of funcation evaluation: 553, found largest slope: 812.6213989257812
[2022/08/16 08:16:57] - [-] 137 th iter: Global minimum: 4.149163 (estimated lower bound: 3.648625). Number of funcation evaluation: 555, found largest slope: 812.6213989257812
[2022/08/16 08:16:57] - [-] 138 th iter: Global minimum: 4.149163 (estimated lower bound: 3.648625). Number of funcation evaluation: 557, found largest slope: 812.6213989257812
[2022/08/16 08:16:57] - [-] 139 th iter: Global minimum: 4.149163 (estimated lower bound: 3.648625). Number of funcation evaluation: 561, found largest slope: 812.6213989257812
[2022/08/16 08:16:57] - [-] 140 th iter: Global minimum: 4.149163 (estimated lower bound: 3.648625). Number of funcation evaluation: 563, found largest slope: 812.6213989257812
[2022/08/16 08:16:57] - [-] 141 th iter: Global minimum: 4.149163 (estimated lower bound: 3.648625). Number of funcation evaluation: 567, found largest slope: 812.6213989257812
[2022/08/16 08:16:57] - [-] 142 th iter: Global minimum: 4.149163 (estimated lower bound: 3.648625). Number of funcation evaluation: 569, found largest slope: 812.6213989257812
[2022/08/16 08:16:57] - [-] 143 th iter: Global minimum: 4.149163 (estimated lower bound: 3.648625). Number of funcation evaluation: 573, found largest slope: 812.6213989257812
[2022/08/16 08:16:57] - [-] 144 th iter: Global minimum: 4.149163 (estimated lower bound: 3.648625). Number of funcation evaluation: 575, found largest slope: 812.6213989257812
[2022/08/16 08:16:57] - [-] 145 th iter: Global minimum: 4.149163 (estimated lower bound: 3.648625). Number of funcation evaluation: 581, found largest slope: 812.6213989257812
[2022/08/16 08:16:57] - [-] 146 th iter: Global minimum: 4.149163 (estimated lower bound: 3.648625). Number of funcation evaluation: 585, found largest slope: 812.6213989257812
[2022/08/16 08:16:57] - [-] 147 th iter: Global minimum: 4.149163 (estimated lower bound: 3.648625). Number of funcation evaluation: 593, found largest slope: 812.6213989257812
[2022/08/16 08:16:57] - [-] 148 th iter: Global minimum: 4.149163 (estimated lower bound: 3.648625). Number of funcation evaluation: 595, found largest slope: 812.6213989257812
[2022/08/16 08:16:57] - [-] 149 th iter: Global minimum: 4.149163 (estimated lower bound: 3.648625). Number of funcation evaluation: 599, found largest slope: 812.6213989257812
[2022/08/16 08:16:57] - [-] 150 th iter: Global minimum: 4.149163 (estimated lower bound: 3.648625). Number of funcation evaluation: 603, found largest slope: 812.6213989257812
[2022/08/16 08:16:57] - [-] 151 th iter: Global minimum: 4.149163 (estimated lower bound: 3.648625). Number of funcation evaluation: 605, found largest slope: 812.6213989257812
[2022/08/16 08:16:57] - [-] 152 th iter: Global minimum: 4.149163 (estimated lower bound: 3.648625). Number of funcation evaluation: 607, found largest slope: 812.6213989257812
[2022/08/16 08:16:57] - [-] 153 th iter: Global minimum: 4.149163 (estimated lower bound: 3.648625). Number of funcation evaluation: 609, found largest slope: 812.6213989257812
[2022/08/16 08:16:57] - [-] 154 th iter: Global minimum: 4.149163 (estimated lower bound: 3.648625). Number of funcation evaluation: 613, found largest slope: 812.6213989257812
[2022/08/16 08:16:57] - [-] 155 th iter: Global minimum: 4.149163 (estimated lower bound: 3.648625). Number of funcation evaluation: 615, found largest slope: 812.6213989257812
[2022/08/16 08:16:57] - [-] 156 th iter: Global minimum: 4.149163 (estimated lower bound: 3.648625). Number of funcation evaluation: 619, found largest slope: 812.6213989257812
[2022/08/16 08:16:57] - [-] 157 th iter: Global minimum: 4.149163 (estimated lower bound: 3.648625). Number of funcation evaluation: 621, found largest slope: 812.6213989257812
[2022/08/16 08:16:57] - [-] 158 th iter: Global minimum: 4.149163 (estimated lower bound: 3.648625). Number of funcation evaluation: 627, found largest slope: 812.6213989257812
[2022/08/16 08:16:57] - [-] 159 th iter: Global minimum: 4.149163 (estimated lower bound: 3.648625). Number of funcation evaluation: 631, found largest slope: 812.6213989257812
[2022/08/16 08:16:57] - [-] 160 th iter: Global minimum: 4.149163 (estimated lower bound: 3.648625). Number of funcation evaluation: 639, found largest slope: 812.6213989257812
[2022/08/16 08:16:57] - [-] 161 th iter: Global minimum: 4.149163 (estimated lower bound: 3.648625). Number of funcation evaluation: 645, found largest slope: 812.6213989257812
[2022/08/16 08:16:57] - [-] 162 th iter: Global minimum: 4.149163 (estimated lower bound: 3.648625). Number of funcation evaluation: 647, found largest slope: 812.6213989257812
[2022/08/16 08:16:57] - [-] 163 th iter: Global minimum: 4.149163 (estimated lower bound: 3.648625). Number of funcation evaluation: 649, found largest slope: 812.6213989257812
[2022/08/16 08:16:57] - [-] 164 th iter: Global minimum: 4.149163 (estimated lower bound: 3.648625). Number of funcation evaluation: 657, found largest slope: 812.6213989257812
[2022/08/16 08:16:57] - [-] 165 th iter: Global minimum: 4.149163 (estimated lower bound: 3.648625). Number of funcation evaluation: 661, found largest slope: 812.6213989257812
[2022/08/16 08:16:57] - [-] 166 th iter: Global minimum: 4.149163 (estimated lower bound: 3.648625). Number of funcation evaluation: 665, found largest slope: 812.6213989257812
[2022/08/16 08:16:57] - [-] 167 th iter: Global minimum: 4.149163 (estimated lower bound: 3.648625). Number of funcation evaluation: 667, found largest slope: 812.6213989257812
[2022/08/16 08:16:57] - [-] 168 th iter: Global minimum: 4.149163 (estimated lower bound: 3.648625). Number of funcation evaluation: 669, found largest slope: 812.6213989257812
[2022/08/16 08:16:57] - [-] 169 th iter: Global minimum: 4.149163 (estimated lower bound: 3.648625). Number of funcation evaluation: 673, found largest slope: 812.6213989257812
[2022/08/16 08:16:57] - [-] 170 th iter: Global minimum: 4.149163 (estimated lower bound: 3.648625). Number of funcation evaluation: 675, found largest slope: 812.6213989257812
[2022/08/16 08:16:57] - [-] 171 th iter: Global minimum: 4.149163 (estimated lower bound: 3.648625). Number of funcation evaluation: 677, found largest slope: 812.6213989257812
[2022/08/16 08:16:57] - [-] 172 th iter: Global minimum: 4.149163 (estimated lower bound: 3.648625). Number of funcation evaluation: 685, found largest slope: 812.6213989257812
