[2022/08/16 08:22:49] - [-] 1 th iter: Global minimum: 5.286864 (estimated lower bound: -1.415185). Number of funcation evaluation: 5, found largest slope: 14.925583839416504
[2022/08/16 08:22:50] - [-] 33 th iter: Global minimum: 4.142006 (estimated lower bound: 3.973646). Number of funcation evaluation: 407, found largest slope: 819.9960327148438
[2022/08/16 08:22:50] - [-] 34 th iter: Global minimum: 4.142006 (estimated lower bound: 3.973646). Number of funcation evaluation: 419, found largest slope: 819.9960327148438
[2022/08/16 08:22:50] - [-] 35 th iter: Global minimum: 4.142006 (estimated lower bound: 3.973646). Number of funcation evaluation: 435, found largest slope: 819.9960327148438
[2022/08/16 08:22:50] - [-] 36 th iter: Global minimum: 4.142006 (estimated lower bound: 3.973646). Number of funcation evaluation: 443, found largest slope: 819.9960327148438
[2022/08/16 08:22:50] - [-] 37 th iter: Global minimum: 4.142006 (estimated lower bound: 3.973646). Number of funcation evaluation: 457, found largest slope: 819.9960327148438
[2022/08/16 08:22:50] - [-] 38 th iter: Global minimum: 4.142006 (estimated lower bound: 3.973646). Number of funcation evaluation: 465, found largest slope: 819.9960327148438
[2022/08/16 08:22:50] - [-] 39 th iter: Global minimum: 4.142006 (estimated lower bound: 3.973646). Number of funcation evaluation: 485, found largest slope: 819.9960327148438
[2022/08/16 08:22:50] - [-] 40 th iter: Global minimum: 4.142006 (estimated lower bound: 3.973646). Number of funcation evaluation: 493, found largest slope: 819.9960327148438
[2022/08/16 08:22:50] - [-] 41 th iter: Global minimum: 4.142006 (estimated lower bound: 3.973646). Number of funcation evaluation: 501, found largest slope: 819.9960327148438
[2022/08/16 08:22:50] - [-] 42 th iter: Global minimum: 4.142006 (estimated lower bound: 3.973646). Number of funcation evaluation: 507, found largest slope: 819.9960327148438
[2022/08/16 08:22:50] - [-] 43 th iter: Global minimum: 4.142006 (estimated lower bound: 3.973646). Number of funcation evaluation: 523, found largest slope: 819.9960327148438
[2022/08/16 08:22:51] - [-] 44 th iter: Global minimum: 4.142006 (estimated lower bound: 3.973646). Number of funcation evaluation: 531, found largest slope: 819.9960327148438
[2022/08/16 08:22:51] - [-] 45 th iter: Global minimum: 4.142006 (estimated lower bound: 3.973646). Number of funcation evaluation: 545, found largest slope: 819.9960327148438
[2022/08/16 08:22:51] - [-] 46 th iter: Global minimum: 4.142006 (estimated lower bound: 3.973646). Number of funcation evaluation: 551, found largest slope: 819.9960327148438
[2022/08/16 08:22:51] - [-] 47 th iter: Global minimum: 4.142006 (estimated lower bound: 3.973646). Number of funcation evaluation: 567, found largest slope: 819.9960327148438
[2022/08/16 08:22:51] - [-] 48 th iter: Global minimum: 4.142006 (estimated lower bound: 3.973646). Number of funcation evaluation: 577, found largest slope: 819.9960327148438
[2022/08/16 08:22:51] - [-] 49 th iter: Global minimum: 4.142006 (estimated lower bound: 3.973646). Number of funcation evaluation: 585, found largest slope: 819.9960327148438
[2022/08/16 08:22:51] - [-] 50 th iter: Global minimum: 4.142006 (estimated lower bound: 3.973646). Number of funcation evaluation: 595, found largest slope: 819.9960327148438
[2022/08/16 08:22:51] - [-] 51 th iter: Global minimum: 4.142006 (estimated lower bound: 3.973646). Number of funcation evaluation: 601, found largest slope: 819.9960327148438
[2022/08/16 08:22:51] - [-] 52 th iter: Global minimum: 4.142006 (estimated lower bound: 3.973646). Number of funcation evaluation: 617, found largest slope: 819.9960327148438
[2022/08/16 08:22:51] - [-] 53 th iter: Global minimum: 4.142006 (estimated lower bound: 3.973646). Number of funcation evaluation: 625, found largest slope: 819.9960327148438
[2022/08/16 08:22:51] - [-] 54 th iter: Global minimum: 4.142006 (estimated lower bound: 3.973646). Number of funcation evaluation: 633, found largest slope: 819.9960327148438
[2022/08/16 08:22:51] - [-] 55 th iter: Global minimum: 4.142006 (estimated lower bound: 3.973646). Number of funcation evaluation: 641, found largest slope: 819.9960327148438
[2022/08/16 08:22:51] - [-] 56 th iter: Global minimum: 4.142006 (estimated lower bound: 3.973646). Number of funcation evaluation: 647, found largest slope: 819.9960327148438
[2022/08/16 08:22:51] - [-] 57 th iter: Global minimum: 4.142006 (estimated lower bound: 3.973646). Number of funcation evaluation: 669, found largest slope: 819.9960327148438
[2022/08/16 08:22:51] - [-] 58 th iter: Global minimum: 4.142006 (estimated lower bound: 3.973646). Number of funcation evaluation: 677, found largest slope: 819.9960327148438
[2022/08/16 08:22:51] - [-] 59 th iter: Global minimum: 4.142006 (estimated lower bound: 3.973646). Number of funcation evaluation: 685, found largest slope: 819.9960327148438
[2022/08/16 08:22:51] - [-] 60 th iter: Global minimum: 4.142006 (estimated lower bound: 3.973646). Number of funcation evaluation: 691, found largest slope: 819.9960327148438
[2022/08/16 08:22:51] - [-] 61 th iter: Global minimum: 4.142006 (estimated lower bound: 3.973646). Number of funcation evaluation: 711, found largest slope: 819.9960327148438
[2022/08/16 08:22:51] - [-] 62 th iter: Global minimum: 4.142006 (estimated lower bound: 3.973646). Number of funcation evaluation: 717, found largest slope: 819.9960327148438
[2022/08/16 08:22:51] - [-] 63 th iter: Global minimum: 4.142006 (estimated lower bound: 3.973646). Number of funcation evaluation: 729, found largest slope: 819.9960327148438
[2022/08/16 08:22:51] - [-] 64 th iter: Global minimum: 4.142006 (estimated lower bound: 3.973646). Number of funcation evaluation: 737, found largest slope: 819.9960327148438
[2022/08/16 08:22:51] - [-] 65 th iter: Global minimum: 4.142006 (estimated lower bound: 3.973646). Number of funcation evaluation: 745, found largest slope: 819.9960327148438
[2022/08/16 08:22:51] - [-] 66 th iter: Global minimum: 4.142006 (estimated lower bound: 3.973646). Number of funcation evaluation: 765, found largest slope: 819.9960327148438
[2022/08/16 08:22:51] - [-] 67 th iter: Global minimum: 4.142006 (estimated lower bound: 3.973646). Number of funcation evaluation: 779, found largest slope: 819.9960327148438
[2022/08/16 08:22:51] - [-] 68 th iter: Global minimum: 4.142006 (estimated lower bound: 3.973646). Number of funcation evaluation: 793, found largest slope: 819.9960327148438
[2022/08/16 08:22:51] - [-] 69 th iter: Global minimum: 4.142006 (estimated lower bound: 3.973646). Number of funcation evaluation: 801, found largest slope: 819.9960327148438
[2022/08/16 08:22:51] - [-] 70 th iter: Global minimum: 4.142006 (estimated lower bound: 3.973646). Number of funcation evaluation: 817, found largest slope: 819.9960327148438
[2022/08/16 08:22:51] - [-] 71 th iter: Global minimum: 4.142006 (estimated lower bound: 3.973646). Number of funcation evaluation: 827, found largest slope: 819.9960327148438
[2022/08/16 08:22:52] - [-] 72 th iter: Global minimum: 4.142006 (estimated lower bound: 3.973646). Number of funcation evaluation: 833, found largest slope: 819.9960327148438
[2022/08/16 08:22:52] - [-] 73 th iter: Global minimum: 4.142006 (estimated lower bound: 3.973646). Number of funcation evaluation: 857, found largest slope: 819.9960327148438
[2022/08/16 08:22:52] - [-] 74 th iter: Global minimum: 4.142006 (estimated lower bound: 3.973646). Number of funcation evaluation: 869, found largest slope: 819.9960327148438
[2022/08/16 08:22:52] - [-] 75 th iter: Global minimum: 4.142006 (estimated lower bound: 3.973646). Number of funcation evaluation: 885, found largest slope: 819.9960327148438
[2022/08/16 08:22:52] - [-] 76 th iter: Global minimum: 4.142006 (estimated lower bound: 3.973646). Number of funcation evaluation: 901, found largest slope: 819.9960327148438
[2022/08/16 08:22:52] - [-] 77 th iter: Global minimum: 4.142006 (estimated lower bound: 3.973646). Number of funcation evaluation: 907, found largest slope: 819.9960327148438
[2022/08/16 08:22:52] - [-] 78 th iter: Global minimum: 4.142006 (estimated lower bound: 3.973646). Number of funcation evaluation: 929, found largest slope: 819.9960327148438
[2022/08/16 08:22:52] - [-] 79 th iter: Global minimum: 4.142006 (estimated lower bound: 3.973646). Number of funcation evaluation: 937, found largest slope: 819.9960327148438
[2022/08/16 08:22:52] - [-] 80 th iter: Global minimum: 4.142006 (estimated lower bound: 3.973646). Number of funcation evaluation: 955, found largest slope: 819.9960327148438
[2022/08/16 08:22:52] - [-] 81 th iter: Global minimum: 4.142006 (estimated lower bound: 3.973646). Number of funcation evaluation: 963, found largest slope: 819.9960327148438
[2022/08/16 08:22:52] - [-] 82 th iter: Global minimum: 4.142006 (estimated lower bound: 3.973646). Number of funcation evaluation: 989, found largest slope: 819.9960327148438
[2022/08/16 08:22:52] - [-] 83 th iter: Global minimum: 4.142006 (estimated lower bound: 3.973646). Number of funcation evaluation: 997, found largest slope: 819.9960327148438
[2022/08/16 08:22:52] - [-] 84 th iter: Global minimum: 4.142006 (estimated lower bound: 3.973646). Number of funcation evaluation: 1021, found largest slope: 819.9960327148438
[2022/08/16 08:22:52] - [-] 85 th iter: Global minimum: 4.142006 (estimated lower bound: 3.973646). Number of funcation evaluation: 1033, found largest slope: 819.9960327148438
[2022/08/16 08:22:52] - [-] 86 th iter: Global minimum: 4.142006 (estimated lower bound: 3.973646). Number of funcation evaluation: 1051, found largest slope: 819.9960327148438
[2022/08/16 08:22:52] - [-] 87 th iter: Global minimum: 4.142006 (estimated lower bound: 3.973646). Number of funcation evaluation: 1057, found largest slope: 819.9960327148438
[2022/08/16 08:22:52] - [-] 88 th iter: Global minimum: 4.142006 (estimated lower bound: 3.973646). Number of funcation evaluation: 1077, found largest slope: 819.9960327148438
[2022/08/16 08:22:52] - [-] 89 th iter: Global minimum: 4.142006 (estimated lower bound: 3.973646). Number of funcation evaluation: 1083, found largest slope: 819.9960327148438
[2022/08/16 08:22:52] - [-] 90 th iter: Global minimum: 4.142006 (estimated lower bound: 3.973646). Number of funcation evaluation: 1087, found largest slope: 819.9960327148438
[2022/08/16 08:22:52] - [-] 91 th iter: Global minimum: 4.142006 (estimated lower bound: 3.973646). Number of funcation evaluation: 1095, found largest slope: 819.9960327148438
[2022/08/16 08:22:52] - [-] 92 th iter: Global minimum: 4.142006 (estimated lower bound: 3.973646). Number of funcation evaluation: 1103, found largest slope: 819.9960327148438
[2022/08/16 08:22:52] - [-] 93 th iter: Global minimum: 4.142006 (estimated lower bound: 3.973646). Number of funcation evaluation: 1109, found largest slope: 819.9960327148438
[2022/08/16 08:22:52] - [-] 94 th iter: Global minimum: 4.142006 (estimated lower bound: 3.973646). Number of funcation evaluation: 1125, found largest slope: 819.9960327148438
[2022/08/16 08:22:52] - [-] 95 th iter: Global minimum: 4.142006 (estimated lower bound: 3.973646). Number of funcation evaluation: 1133, found largest slope: 819.9960327148438
[2022/08/16 08:22:53] - [-] 96 th iter: Global minimum: 4.142006 (estimated lower bound: 3.973646). Number of funcation evaluation: 1139, found largest slope: 819.9960327148438
[2022/08/16 08:22:53] - [-] 97 th iter: Global minimum: 4.142006 (estimated lower bound: 3.973646). Number of funcation evaluation: 1155, found largest slope: 819.9960327148438
[2022/08/16 08:22:53] - [-] 98 th iter: Global minimum: 4.142006 (estimated lower bound: 3.973646). Number of funcation evaluation: 1165, found largest slope: 819.9960327148438
[2022/08/16 08:22:53] - [-] 99 th iter: Global minimum: 4.142006 (estimated lower bound: 3.973646). Number of funcation evaluation: 1175, found largest slope: 819.9960327148438
[2022/08/16 08:22:53] - [-] 100 th iter: Global minimum: 4.142006 (estimated lower bound: 3.973646). Number of funcation evaluation: 1191, found largest slope: 819.9960327148438
[2022/08/16 08:22:53] - [-] 101 th iter: Global minimum: 4.142006 (estimated lower bound: 3.973646). Number of funcation evaluation: 1201, found largest slope: 819.9960327148438
[2022/08/16 08:22:53] - [-] 102 th iter: Global minimum: 4.142006 (estimated lower bound: 3.973646). Number of funcation evaluation: 1213, found largest slope: 819.9960327148438
[2022/08/16 08:22:53] - [-] 103 th iter: Global minimum: 4.142006 (estimated lower bound: 3.973646). Number of funcation evaluation: 1223, found largest slope: 819.9960327148438
[2022/08/16 08:22:53] - [-] 104 th iter: Global minimum: 4.142006 (estimated lower bound: 3.973646). Number of funcation evaluation: 1233, found largest slope: 819.9960327148438
[2022/08/16 08:22:53] - [-] 105 th iter: Global minimum: 4.142006 (estimated lower bound: 3.973646). Number of funcation evaluation: 1239, found largest slope: 819.9960327148438
[2022/08/16 08:22:53] - [-] 106 th iter: Global minimum: 4.142006 (estimated lower bound: 3.973646). Number of funcation evaluation: 1261, found largest slope: 819.9960327148438
[2022/08/16 08:22:53] - [-] 107 th iter: Global minimum: 4.142006 (estimated lower bound: 3.973646). Number of funcation evaluation: 1267, found largest slope: 819.9960327148438
[2022/08/16 08:22:53] - [-] 108 th iter: Global minimum: 4.142006 (estimated lower bound: 3.973646). Number of funcation evaluation: 1285, found largest slope: 819.9960327148438
[2022/08/16 08:22:53] - [-] 109 th iter: Global minimum: 4.142006 (estimated lower bound: 3.973646). Number of funcation evaluation: 1291, found largest slope: 819.9960327148438
[2022/08/16 08:22:53] - [-] 110 th iter: Global minimum: 4.142006 (estimated lower bound: 3.973646). Number of funcation evaluation: 1309, found largest slope: 819.9960327148438
[2022/08/16 08:22:53] - [-] 111 th iter: Global minimum: 4.142006 (estimated lower bound: 3.973646). Number of funcation evaluation: 1321, found largest slope: 819.9960327148438
[2022/08/16 08:22:53] - [-] 112 th iter: Global minimum: 4.142006 (estimated lower bound: 3.973646). Number of funcation evaluation: 1339, found largest slope: 819.9960327148438
[2022/08/16 08:22:53] - [-] 113 th iter: Global minimum: 4.142006 (estimated lower bound: 3.973646). Number of funcation evaluation: 1349, found largest slope: 819.9960327148438
[2022/08/16 08:22:53] - [-] 114 th iter: Global minimum: 4.142006 (estimated lower bound: 3.957568). Number of funcation evaluation: 1367, found largest slope: 898.3048706054688
[2022/08/16 08:22:53] - [-] 115 th iter: Global minimum: 4.142006 (estimated lower bound: 3.957568). Number of funcation evaluation: 1373, found largest slope: 898.3048706054688
[2022/08/16 08:22:53] - [-] 116 th iter: Global minimum: 4.142006 (estimated lower bound: 3.957568). Number of funcation evaluation: 1393, found largest slope: 898.3048706054688
[2022/08/16 08:22:53] - [-] 117 th iter: Global minimum: 4.142006 (estimated lower bound: 3.957568). Number of funcation evaluation: 1399, found largest slope: 898.3048706054688
[2022/08/16 08:22:53] - [-] 118 th iter: Global minimum: 4.142006 (estimated lower bound: 3.957568). Number of funcation evaluation: 1413, found largest slope: 898.3048706054688
[2022/08/16 08:22:53] - [-] 119 th iter: Global minimum: 4.142006 (estimated lower bound: 3.957568). Number of funcation evaluation: 1429, found largest slope: 898.3048706054688
[2022/08/16 08:22:53] - [-] 120 th iter: Global minimum: 4.142006 (estimated lower bound: 3.957568). Number of funcation evaluation: 1439, found largest slope: 898.3048706054688
[2022/08/16 08:22:53] - [-] 121 th iter: Global minimum: 4.142006 (estimated lower bound: 3.957568). Number of funcation evaluation: 1447, found largest slope: 898.3048706054688
[2022/08/16 08:22:54] - [-] 122 th iter: Global minimum: 4.142006 (estimated lower bound: 3.957568). Number of funcation evaluation: 1459, found largest slope: 898.3048706054688
[2022/08/16 08:22:54] - [-] 123 th iter: Global minimum: 4.142006 (estimated lower bound: 3.957568). Number of funcation evaluation: 1469, found largest slope: 898.3048706054688
[2022/08/16 08:22:54] - [-] 124 th iter: Global minimum: 4.142006 (estimated lower bound: 3.957568). Number of funcation evaluation: 1477, found largest slope: 898.3048706054688
[2022/08/16 08:22:54] - [-] 125 th iter: Global minimum: 4.142006 (estimated lower bound: 3.957568). Number of funcation evaluation: 1493, found largest slope: 898.3048706054688
[2022/08/16 08:22:54] - [-] 126 th iter: Global minimum: 4.142006 (estimated lower bound: 3.957568). Number of funcation evaluation: 1505, found largest slope: 898.3048706054688
[2022/08/16 08:22:54] - [-] 127 th iter: Global minimum: 4.142006 (estimated lower bound: 3.957568). Number of funcation evaluation: 1513, found largest slope: 898.3048706054688
[2022/08/16 08:22:54] - [-] 128 th iter: Global minimum: 4.142006 (estimated lower bound: 3.957568). Number of funcation evaluation: 1521, found largest slope: 898.3048706054688
[2022/08/16 08:22:54] - [-] 129 th iter: Global minimum: 4.142006 (estimated lower bound: 3.957568). Number of funcation evaluation: 1547, found largest slope: 898.3048706054688
[2022/08/16 08:22:54] - [-] 130 th iter: Global minimum: 4.142006 (estimated lower bound: 3.957568). Number of funcation evaluation: 1555, found largest slope: 898.3048706054688
[2022/08/16 08:22:54] - [-] 131 th iter: Global minimum: 4.142006 (estimated lower bound: 3.957568). Number of funcation evaluation: 1577, found largest slope: 898.3048706054688
[2022/08/16 08:22:54] - [-] 132 th iter: Global minimum: 4.142006 (estimated lower bound: 3.957568). Number of funcation evaluation: 1593, found largest slope: 898.3048706054688
[2022/08/16 08:22:54] - [-] 133 th iter: Global minimum: 4.142006 (estimated lower bound: 3.957568). Number of funcation evaluation: 1609, found largest slope: 898.3048706054688
[2022/08/16 08:22:54] - [-] 134 th iter: Global minimum: 4.142006 (estimated lower bound: 3.957568). Number of funcation evaluation: 1621, found largest slope: 898.3048706054688
[2022/08/16 08:22:54] - [-] 135 th iter: Global minimum: 4.142006 (estimated lower bound: 3.957568). Number of funcation evaluation: 1629, found largest slope: 898.3048706054688
[2022/08/16 08:22:54] - [-] 136 th iter: Global minimum: 4.142006 (estimated lower bound: 3.957568). Number of funcation evaluation: 1645, found largest slope: 898.3048706054688
[2022/08/16 08:22:54] - [-] 137 th iter: Global minimum: 4.142006 (estimated lower bound: 3.957568). Number of funcation evaluation: 1651, found largest slope: 898.3048706054688
[2022/08/16 08:22:54] - [-] 138 th iter: Global minimum: 4.103247 (estimated lower bound: 2.443301). Number of funcation evaluation: 1667, found largest slope: 898.3048706054688
[2022/08/16 08:22:54] - [-] 139 th iter: Global minimum: 4.103247 (estimated lower bound: 3.549932). Number of funcation evaluation: 1675, found largest slope: 898.3048706054688
[2022/08/16 08:22:54] - [-] 140 th iter: Global minimum: 4.101607 (estimated lower bound: 3.548292). Number of funcation evaluation: 1695, found largest slope: 898.3048706054688
[2022/08/16 08:22:54] - [-] 141 th iter: Global minimum: 4.101607 (estimated lower bound: 3.917169). Number of funcation evaluation: 1713, found largest slope: 898.3048706054688
[2022/08/16 08:22:54] - [-] 142 th iter: Global minimum: 4.101607 (estimated lower bound: 3.917169). Number of funcation evaluation: 1723, found largest slope: 898.3048706054688
[2022/08/16 08:22:54] - [-] 143 th iter: Global minimum: 4.101607 (estimated lower bound: 3.917169). Number of funcation evaluation: 1735, found largest slope: 898.3048706054688
[2022/08/16 08:22:54] - [-] 144 th iter: Global minimum: 4.101607 (estimated lower bound: 3.917169). Number of funcation evaluation: 1745, found largest slope: 898.3048706054688
[2022/08/16 08:22:54] - [-] 145 th iter: Global minimum: 4.101607 (estimated lower bound: 3.917169). Number of funcation evaluation: 1751, found largest slope: 898.3048706054688
[2022/08/16 08:22:55] - [-] 146 th iter: Global minimum: 4.101607 (estimated lower bound: 3.917169). Number of funcation evaluation: 1761, found largest slope: 898.3048706054688
[2022/08/16 08:22:55] - [-] 147 th iter: Global minimum: 4.101607 (estimated lower bound: 3.917169). Number of funcation evaluation: 1767, found largest slope: 898.3048706054688
[2022/08/16 08:22:55] - [-] 148 th iter: Global minimum: 4.101607 (estimated lower bound: 3.917169). Number of funcation evaluation: 1777, found largest slope: 898.3048706054688
[2022/08/16 08:22:55] - [-] 149 th iter: Global minimum: 4.101607 (estimated lower bound: 3.917169). Number of funcation evaluation: 1783, found largest slope: 898.3048706054688
[2022/08/16 08:22:55] - [-] 150 th iter: Global minimum: 4.101607 (estimated lower bound: 3.917169). Number of funcation evaluation: 1795, found largest slope: 898.3048706054688
[2022/08/16 08:22:55] - [-] 151 th iter: Global minimum: 4.101607 (estimated lower bound: 3.917169). Number of funcation evaluation: 1801, found largest slope: 898.3048706054688
[2022/08/16 08:22:55] - [-] 152 th iter: Global minimum: 4.101607 (estimated lower bound: 3.917169). Number of funcation evaluation: 1813, found largest slope: 898.3048706054688
[2022/08/16 08:22:55] - [-] 153 th iter: Global minimum: 4.101607 (estimated lower bound: 3.917169). Number of funcation evaluation: 1819, found largest slope: 898.3048706054688
[2022/08/16 08:22:55] - [-] 154 th iter: Global minimum: 4.101607 (estimated lower bound: 3.917169). Number of funcation evaluation: 1829, found largest slope: 898.3048706054688
[2022/08/16 08:22:55] - [-] 155 th iter: Global minimum: 4.101607 (estimated lower bound: 3.917169). Number of funcation evaluation: 1837, found largest slope: 898.3048706054688
[2022/08/16 08:22:55] - [-] 156 th iter: Global minimum: 4.101607 (estimated lower bound: 3.917169). Number of funcation evaluation: 1845, found largest slope: 898.3048706054688
[2022/08/16 08:22:55] - [-] 157 th iter: Global minimum: 4.101607 (estimated lower bound: 3.917169). Number of funcation evaluation: 1853, found largest slope: 898.3048706054688
[2022/08/16 08:22:55] - [-] 158 th iter: Global minimum: 4.101607 (estimated lower bound: 3.917169). Number of funcation evaluation: 1861, found largest slope: 898.3048706054688
[2022/08/16 08:22:55] - [-] 159 th iter: Global minimum: 4.101607 (estimated lower bound: 3.917169). Number of funcation evaluation: 1867, found largest slope: 898.3048706054688
[2022/08/16 08:22:55] - [-] 160 th iter: Global minimum: 4.101607 (estimated lower bound: 3.917169). Number of funcation evaluation: 1877, found largest slope: 898.3048706054688
[2022/08/16 08:22:55] - [-] 161 th iter: Global minimum: 4.101607 (estimated lower bound: 3.917169). Number of funcation evaluation: 1883, found largest slope: 898.3048706054688
[2022/08/16 08:22:55] - [-] 162 th iter: Global minimum: 4.101607 (estimated lower bound: 3.917169). Number of funcation evaluation: 1895, found largest slope: 898.3048706054688
[2022/08/16 08:22:55] - [-] 163 th iter: Global minimum: 4.101607 (estimated lower bound: 3.917169). Number of funcation evaluation: 1901, found largest slope: 898.3048706054688
[2022/08/16 08:22:55] - [-] 164 th iter: Global minimum: 4.101607 (estimated lower bound: 3.917169). Number of funcation evaluation: 1913, found largest slope: 898.3048706054688
[2022/08/16 08:22:55] - [-] 165 th iter: Global minimum: 4.101607 (estimated lower bound: 3.917169). Number of funcation evaluation: 1919, found largest slope: 898.3048706054688
[2022/08/16 08:22:55] - [-] 166 th iter: Global minimum: 4.101607 (estimated lower bound: 3.917169). Number of funcation evaluation: 1935, found largest slope: 898.3048706054688
[2022/08/16 08:22:55] - [-] 167 th iter: Global minimum: 4.101607 (estimated lower bound: 3.917169). Number of funcation evaluation: 1941, found largest slope: 898.3048706054688
[2022/08/16 08:22:55] - [-] 168 th iter: Global minimum: 4.101607 (estimated lower bound: 3.917169). Number of funcation evaluation: 1955, found largest slope: 898.3048706054688
[2022/08/16 08:22:55] - [-] 169 th iter: Global minimum: 4.101607 (estimated lower bound: 3.917169). Number of funcation evaluation: 1967, found largest slope: 898.3048706054688
[2022/08/16 08:22:55] - [-] 170 th iter: Global minimum: 4.101607 (estimated lower bound: 3.917169). Number of funcation evaluation: 1977, found largest slope: 898.3048706054688
