[2022/08/16 08:21:58] - [-] 1 th iter: Global minimum: 5.286864 (estimated lower bound: -1.415185). Number of funcation evaluation: 5, found largest slope: 14.925583839416504
[2022/08/16 08:21:58] - [-] 18 th iter: Global minimum: 4.280527 (estimated lower bound: 3.919990). Number of funcation evaluation: 205, found largest slope: 585.3308715820312
[2022/08/16 08:21:58] - [-] 19 th iter: Global minimum: 4.280527 (estimated lower bound: 3.919990). Number of funcation evaluation: 211, found largest slope: 585.3308715820312
[2022/08/16 08:21:58] - [-] 20 th iter: Global minimum: 4.280527 (estimated lower bound: 3.919990). Number of funcation evaluation: 225, found largest slope: 585.3308715820312
[2022/08/16 08:21:58] - [-] 21 th iter: Global minimum: 4.280527 (estimated lower bound: 3.919990). Number of funcation evaluation: 231, found largest slope: 585.3308715820312
[2022/08/16 08:21:58] - [-] 22 th iter: Global minimum: 4.280527 (estimated lower bound: 3.919990). Number of funcation evaluation: 245, found largest slope: 585.3308715820312
[2022/08/16 08:21:58] - [-] 23 th iter: Global minimum: 4.280527 (estimated lower bound: 3.919990). Number of funcation evaluation: 251, found largest slope: 585.3308715820312
[2022/08/16 08:21:58] - [-] 24 th iter: Global minimum: 4.280527 (estimated lower bound: 3.919990). Number of funcation evaluation: 267, found largest slope: 585.3308715820312
[2022/08/16 08:21:58] - [-] 25 th iter: Global minimum: 4.280527 (estimated lower bound: 3.919990). Number of funcation evaluation: 275, found largest slope: 585.3308715820312
[2022/08/16 08:21:59] - [-] 26 th iter: Global minimum: 4.160707 (estimated lower bound: -5.573799). Number of funcation evaluation: 293, found largest slope: 585.3308715820312
[2022/08/16 08:21:59] - [-] 27 th iter: Global minimum: 4.160707 (estimated lower bound: 0.915872). Number of funcation evaluation: 303, found largest slope: 585.3308715820312
[2022/08/16 08:21:59] - [-] 28 th iter: Global minimum: 4.150403 (estimated lower bound: 0.905568). Number of funcation evaluation: 315, found largest slope: 585.3308715820312
[2022/08/16 08:21:59] - [-] 29 th iter: Global minimum: 4.150403 (estimated lower bound: 3.068791). Number of funcation evaluation: 327, found largest slope: 585.3308715820312
[2022/08/16 08:21:59] - [-] 30 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 345, found largest slope: 819.9960327148438
[2022/08/16 08:21:59] - [-] 31 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 357, found largest slope: 819.9960327148438
[2022/08/16 08:21:59] - [-] 32 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 375, found largest slope: 819.9960327148438
[2022/08/16 08:21:59] - [-] 33 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 381, found largest slope: 819.9960327148438
[2022/08/16 08:21:59] - [-] 34 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 389, found largest slope: 819.9960327148438
[2022/08/16 08:21:59] - [-] 35 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 399, found largest slope: 819.9960327148438
[2022/08/16 08:21:59] - [-] 36 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 405, found largest slope: 819.9960327148438
[2022/08/16 08:21:59] - [-] 37 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 415, found largest slope: 819.9960327148438
[2022/08/16 08:21:59] - [-] 38 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 421, found largest slope: 819.9960327148438
[2022/08/16 08:21:59] - [-] 39 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 431, found largest slope: 819.9960327148438
[2022/08/16 08:21:59] - [-] 40 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 437, found largest slope: 819.9960327148438
[2022/08/16 08:21:59] - [-] 41 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 445, found largest slope: 819.9960327148438
[2022/08/16 08:21:59] - [-] 42 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 451, found largest slope: 819.9960327148438
[2022/08/16 08:21:59] - [-] 43 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 471, found largest slope: 819.9960327148438
[2022/08/16 08:21:59] - [-] 44 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 479, found largest slope: 819.9960327148438
[2022/08/16 08:21:59] - [-] 45 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 497, found largest slope: 819.9960327148438
[2022/08/16 08:21:59] - [-] 46 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 505, found largest slope: 819.9960327148438
[2022/08/16 08:21:59] - [-] 47 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 517, found largest slope: 819.9960327148438
[2022/08/16 08:21:59] - [-] 48 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 525, found largest slope: 819.9960327148438
[2022/08/16 08:21:59] - [-] 49 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 533, found largest slope: 819.9960327148438
[2022/08/16 08:21:59] - [-] 50 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 543, found largest slope: 819.9960327148438
[2022/08/16 08:21:59] - [-] 51 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 549, found largest slope: 819.9960327148438
[2022/08/16 08:21:59] - [-] 52 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 565, found largest slope: 819.9960327148438
[2022/08/16 08:21:59] - [-] 53 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 571, found largest slope: 819.9960327148438
[2022/08/16 08:21:59] - [-] 54 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 587, found largest slope: 819.9960327148438
[2022/08/16 08:21:59] - [-] 55 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 593, found largest slope: 819.9960327148438
[2022/08/16 08:21:59] - [-] 56 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 603, found largest slope: 819.9960327148438
[2022/08/16 08:22:00] - [-] 57 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 627, found largest slope: 819.9960327148438
[2022/08/16 08:22:00] - [-] 58 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 635, found largest slope: 819.9960327148438
[2022/08/16 08:22:00] - [-] 59 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 643, found largest slope: 819.9960327148438
[2022/08/16 08:22:00] - [-] 60 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 649, found largest slope: 819.9960327148438
[2022/08/16 08:22:00] - [-] 61 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 665, found largest slope: 819.9960327148438
[2022/08/16 08:22:00] - [-] 62 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 671, found largest slope: 819.9960327148438
[2022/08/16 08:22:00] - [-] 63 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 681, found largest slope: 819.9960327148438
[2022/08/16 08:22:00] - [-] 64 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 689, found largest slope: 819.9960327148438
[2022/08/16 08:22:00] - [-] 65 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 697, found largest slope: 819.9960327148438
[2022/08/16 08:22:00] - [-] 66 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 723, found largest slope: 819.9960327148438
[2022/08/16 08:22:00] - [-] 67 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 737, found largest slope: 819.9960327148438
[2022/08/16 08:22:00] - [-] 68 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 749, found largest slope: 819.9960327148438
[2022/08/16 08:22:00] - [-] 69 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 759, found largest slope: 819.9960327148438
[2022/08/16 08:22:00] - [-] 70 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 769, found largest slope: 819.9960327148438
[2022/08/16 08:22:00] - [-] 71 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 777, found largest slope: 819.9960327148438
[2022/08/16 08:22:00] - [-] 72 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 783, found largest slope: 819.9960327148438
[2022/08/16 08:22:00] - [-] 73 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 803, found largest slope: 819.9960327148438
[2022/08/16 08:22:00] - [-] 74 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 813, found largest slope: 819.9960327148438
[2022/08/16 08:22:00] - [-] 75 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 819, found largest slope: 819.9960327148438
[2022/08/16 08:22:00] - [-] 76 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 843, found largest slope: 819.9960327148438
[2022/08/16 08:22:00] - [-] 77 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 853, found largest slope: 819.9960327148438
[2022/08/16 08:22:00] - [-] 78 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 873, found largest slope: 819.9960327148438
[2022/08/16 08:22:00] - [-] 79 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 885, found largest slope: 819.9960327148438
[2022/08/16 08:22:00] - [-] 80 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 909, found largest slope: 819.9960327148438
[2022/08/16 08:22:01] - [-] 81 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 919, found largest slope: 819.9960327148438
[2022/08/16 08:22:01] - [-] 82 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 935, found largest slope: 819.9960327148438
[2022/08/16 08:22:01] - [-] 83 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 941, found largest slope: 819.9960327148438
[2022/08/16 08:22:01] - [-] 84 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 959, found largest slope: 819.9960327148438
[2022/08/16 08:22:01] - [-] 85 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 967, found largest slope: 819.9960327148438
[2022/08/16 08:22:01] - [-] 86 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 987, found largest slope: 819.9960327148438
[2022/08/16 08:22:01] - [-] 87 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 997, found largest slope: 819.9960327148438
[2022/08/16 08:22:01] - [-] 88 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 1025, found largest slope: 819.9960327148438
[2022/08/16 08:22:01] - [-] 89 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 1031, found largest slope: 819.9960327148438
[2022/08/16 08:22:01] - [-] 90 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 1039, found largest slope: 819.9960327148438
[2022/08/16 08:22:01] - [-] 91 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 1049, found largest slope: 819.9960327148438
[2022/08/16 08:22:01] - [-] 92 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 1057, found largest slope: 819.9960327148438
[2022/08/16 08:22:01] - [-] 93 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 1063, found largest slope: 819.9960327148438
[2022/08/16 08:22:01] - [-] 94 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 1077, found largest slope: 819.9960327148438
[2022/08/16 08:22:01] - [-] 95 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 1083, found largest slope: 819.9960327148438
[2022/08/16 08:22:01] - [-] 96 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 1097, found largest slope: 819.9960327148438
[2022/08/16 08:22:01] - [-] 97 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 1105, found largest slope: 819.9960327148438
[2022/08/16 08:22:01] - [-] 98 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 1115, found largest slope: 819.9960327148438
[2022/08/16 08:22:01] - [-] 99 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 1125, found largest slope: 819.9960327148438
[2022/08/16 08:22:01] - [-] 100 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 1139, found largest slope: 819.9960327148438
[2022/08/16 08:22:01] - [-] 101 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 1151, found largest slope: 819.9960327148438
[2022/08/16 08:22:01] - [-] 102 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 1165, found largest slope: 819.9960327148438
[2022/08/16 08:22:01] - [-] 103 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 1175, found largest slope: 819.9960327148438
[2022/08/16 08:22:01] - [-] 104 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 1183, found largest slope: 819.9960327148438
[2022/08/16 08:22:01] - [-] 105 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 1191, found largest slope: 819.9960327148438
[2022/08/16 08:22:01] - [-] 106 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 1207, found largest slope: 819.9960327148438
[2022/08/16 08:22:01] - [-] 107 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 1217, found largest slope: 819.9960327148438
[2022/08/16 08:22:02] - [-] 108 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 1225, found largest slope: 819.9960327148438
[2022/08/16 08:22:02] - [-] 109 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 1233, found largest slope: 819.9960327148438
[2022/08/16 08:22:02] - [-] 110 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 1239, found largest slope: 819.9960327148438
[2022/08/16 08:22:02] - [-] 111 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 1255, found largest slope: 819.9960327148438
[2022/08/16 08:22:02] - [-] 112 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 1263, found largest slope: 819.9960327148438
[2022/08/16 08:22:02] - [-] 113 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 1269, found largest slope: 819.9960327148438
[2022/08/16 08:22:02] - [-] 114 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 1287, found largest slope: 819.9960327148438
[2022/08/16 08:22:02] - [-] 115 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 1297, found largest slope: 819.9960327148438
[2022/08/16 08:22:02] - [-] 116 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 1307, found largest slope: 819.9960327148438
[2022/08/16 08:22:02] - [-] 117 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 1315, found largest slope: 819.9960327148438
[2022/08/16 08:22:02] - [-] 118 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 1323, found largest slope: 819.9960327148438
[2022/08/16 08:22:02] - [-] 119 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 1339, found largest slope: 819.9960327148438
[2022/08/16 08:22:02] - [-] 120 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 1347, found largest slope: 819.9960327148438
[2022/08/16 08:22:02] - [-] 121 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 1371, found largest slope: 819.9960327148438
[2022/08/16 08:22:02] - [-] 122 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 1377, found largest slope: 819.9960327148438
[2022/08/16 08:22:02] - [-] 123 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 1387, found largest slope: 819.9960327148438
[2022/08/16 08:22:02] - [-] 124 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 1403, found largest slope: 819.9960327148438
[2022/08/16 08:22:02] - [-] 125 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 1413, found largest slope: 819.9960327148438
[2022/08/16 08:22:02] - [-] 126 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 1421, found largest slope: 819.9960327148438
[2022/08/16 08:22:02] - [-] 127 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 1431, found largest slope: 819.9960327148438
[2022/08/16 08:22:02] - [-] 128 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 1437, found largest slope: 819.9960327148438
[2022/08/16 08:22:02] - [-] 129 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 1453, found largest slope: 819.9960327148438
[2022/08/16 08:22:02] - [-] 130 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 1469, found largest slope: 819.9960327148438
[2022/08/16 08:22:02] - [-] 131 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 1477, found largest slope: 819.9960327148438
[2022/08/16 08:22:02] - [-] 132 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 1489, found largest slope: 819.9960327148438
[2022/08/16 08:22:02] - [-] 133 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 1501, found largest slope: 819.9960327148438
[2022/08/16 08:22:02] - [-] 134 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 1515, found largest slope: 819.9960327148438
[2022/08/16 08:22:02] - [-] 135 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 1521, found largest slope: 819.9960327148438
[2022/08/16 08:22:03] - [-] 136 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 1541, found largest slope: 819.9960327148438
[2022/08/16 08:22:03] - [-] 137 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 1553, found largest slope: 819.9960327148438
[2022/08/16 08:22:03] - [-] 138 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 1563, found largest slope: 819.9960327148438
[2022/08/16 08:22:03] - [-] 139 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 1571, found largest slope: 819.9960327148438
[2022/08/16 08:22:03] - [-] 140 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 1579, found largest slope: 819.9960327148438
[2022/08/16 08:22:03] - [-] 141 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 1599, found largest slope: 819.9960327148438
[2022/08/16 08:22:03] - [-] 142 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 1605, found largest slope: 819.9960327148438
[2022/08/16 08:22:03] - [-] 143 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 1625, found largest slope: 819.9960327148438
[2022/08/16 08:22:03] - [-] 144 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 1633, found largest slope: 819.9960327148438
[2022/08/16 08:22:03] - [-] 145 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 1641, found largest slope: 819.9960327148438
[2022/08/16 08:22:03] - [-] 146 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 1651, found largest slope: 819.9960327148438
[2022/08/16 08:22:03] - [-] 147 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 1657, found largest slope: 819.9960327148438
[2022/08/16 08:22:03] - [-] 148 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 1669, found largest slope: 819.9960327148438
[2022/08/16 08:22:03] - [-] 149 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 1677, found largest slope: 819.9960327148438
[2022/08/16 08:22:03] - [-] 150 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 1689, found largest slope: 819.9960327148438
[2022/08/16 08:22:03] - [-] 151 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 1699, found largest slope: 819.9960327148438
[2022/08/16 08:22:03] - [-] 152 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 1709, found largest slope: 819.9960327148438
[2022/08/16 08:22:03] - [-] 153 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 1717, found largest slope: 819.9960327148438
[2022/08/16 08:22:03] - [-] 154 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 1725, found largest slope: 819.9960327148438
[2022/08/16 08:22:03] - [-] 155 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 1739, found largest slope: 819.9960327148438
[2022/08/16 08:22:03] - [-] 156 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 1745, found largest slope: 819.9960327148438
[2022/08/16 08:22:03] - [-] 157 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 1751, found largest slope: 819.9960327148438
[2022/08/16 08:22:03] - [-] 158 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 1765, found largest slope: 819.9960327148438
[2022/08/16 08:22:03] - [-] 159 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 1773, found largest slope: 819.9960327148438
[2022/08/16 08:22:03] - [-] 160 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 1781, found largest slope: 819.9960327148438
[2022/08/16 08:22:03] - [-] 161 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 1791, found largest slope: 819.9960327148438
[2022/08/16 08:22:03] - [-] 162 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 1797, found largest slope: 819.9960327148438
[2022/08/16 08:22:03] - [-] 163 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 1809, found largest slope: 819.9960327148438
[2022/08/16 08:22:03] - [-] 164 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 1817, found largest slope: 819.9960327148438
[2022/08/16 08:22:03] - [-] 165 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 1825, found largest slope: 819.9960327148438
[2022/08/16 08:22:04] - [-] 166 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 1833, found largest slope: 819.9960327148438
[2022/08/16 08:22:04] - [-] 167 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 1841, found largest slope: 819.9960327148438
[2022/08/16 08:22:04] - [-] 168 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 1847, found largest slope: 819.9960327148438
[2022/08/16 08:22:04] - [-] 169 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 1865, found largest slope: 819.9960327148438
[2022/08/16 08:22:04] - [-] 170 th iter: Global minimum: 4.150403 (estimated lower bound: 3.645323). Number of funcation evaluation: 1873, found largest slope: 819.9960327148438
