[2022/08/16 08:20:27] - [-] 1 th iter: Global minimum: 5.286864 (estimated lower bound: -1.415185). Number of funcation evaluation: 5, found largest slope: 14.925583839416504
[2022/08/16 08:20:28] - [-] 17 th iter: Global minimum: 4.272589 (estimated lower bound: 4.151785). Number of funcation evaluation: 155, found largest slope: 588.3736572265625
[2022/08/16 08:20:28] - [-] 18 th iter: Global minimum: 4.272589 (estimated lower bound: 4.151785). Number of funcation evaluation: 169, found largest slope: 588.3736572265625
[2022/08/16 08:20:28] - [-] 19 th iter: Global minimum: 4.272589 (estimated lower bound: 4.151785). Number of funcation evaluation: 173, found largest slope: 588.3736572265625
[2022/08/16 08:20:28] - [-] 20 th iter: Global minimum: 4.272589 (estimated lower bound: 4.151785). Number of funcation evaluation: 185, found largest slope: 588.3736572265625
[2022/08/16 08:20:28] - [-] 21 th iter: Global minimum: 4.272589 (estimated lower bound: 4.151785). Number of funcation evaluation: 189, found largest slope: 588.3736572265625
[2022/08/16 08:20:28] - [-] 22 th iter: Global minimum: 4.272589 (estimated lower bound: 4.151785). Number of funcation evaluation: 201, found largest slope: 588.3736572265625
[2022/08/16 08:20:28] - [-] 23 th iter: Global minimum: 4.272589 (estimated lower bound: 4.151785). Number of funcation evaluation: 205, found largest slope: 588.3736572265625
[2022/08/16 08:20:28] - [-] 24 th iter: Global minimum: 4.272589 (estimated lower bound: 4.151785). Number of funcation evaluation: 209, found largest slope: 588.3736572265625
[2022/08/16 08:20:28] - [-] 25 th iter: Global minimum: 4.272589 (estimated lower bound: 4.151785). Number of funcation evaluation: 217, found largest slope: 588.3736572265625
[2022/08/16 08:20:28] - [-] 26 th iter: Global minimum: 4.272589 (estimated lower bound: 4.151785). Number of funcation evaluation: 223, found largest slope: 588.3736572265625
[2022/08/16 08:20:28] - [-] 27 th iter: Global minimum: 4.272589 (estimated lower bound: 4.151785). Number of funcation evaluation: 227, found largest slope: 588.3736572265625
[2022/08/16 08:20:28] - [-] 28 th iter: Global minimum: 4.272589 (estimated lower bound: 4.151785). Number of funcation evaluation: 235, found largest slope: 588.3736572265625
[2022/08/16 08:20:28] - [-] 29 th iter: Global minimum: 4.272589 (estimated lower bound: 4.151785). Number of funcation evaluation: 239, found largest slope: 588.3736572265625
[2022/08/16 08:20:28] - [-] 30 th iter: Global minimum: 4.272589 (estimated lower bound: 4.151785). Number of funcation evaluation: 247, found largest slope: 588.3736572265625
[2022/08/16 08:20:28] - [-] 31 th iter: Global minimum: 4.272589 (estimated lower bound: 4.151785). Number of funcation evaluation: 251, found largest slope: 588.3736572265625
[2022/08/16 08:20:28] - [-] 32 th iter: Global minimum: 4.272589 (estimated lower bound: 4.151785). Number of funcation evaluation: 265, found largest slope: 588.3736572265625
[2022/08/16 08:20:28] - [-] 33 th iter: Global minimum: 4.272589 (estimated lower bound: 4.151785). Number of funcation evaluation: 271, found largest slope: 588.3736572265625
[2022/08/16 08:20:28] - [-] 34 th iter: Global minimum: 4.272589 (estimated lower bound: 4.151785). Number of funcation evaluation: 281, found largest slope: 588.3736572265625
[2022/08/16 08:20:28] - [-] 35 th iter: Global minimum: 4.272589 (estimated lower bound: 4.151785). Number of funcation evaluation: 287, found largest slope: 588.3736572265625
[2022/08/16 08:20:28] - [-] 36 th iter: Global minimum: 4.272589 (estimated lower bound: 4.151785). Number of funcation evaluation: 291, found largest slope: 588.3736572265625
[2022/08/16 08:20:28] - [-] 37 th iter: Global minimum: 4.159251 (estimated lower bound: -5.625859). Number of funcation evaluation: 305, found largest slope: 588.3736572265625
[2022/08/16 08:20:28] - [-] 38 th iter: Global minimum: 4.159251 (estimated lower bound: 0.897548). Number of funcation evaluation: 311, found largest slope: 588.3736572265625
[2022/08/16 08:20:28] - [-] 39 th iter: Global minimum: 4.150403 (estimated lower bound: 0.888700). Number of funcation evaluation: 323, found largest slope: 588.3736572265625
[2022/08/16 08:20:28] - [-] 40 th iter: Global minimum: 4.150403 (estimated lower bound: 3.063169). Number of funcation evaluation: 331, found largest slope: 588.3736572265625
[2022/08/16 08:20:29] - [-] 41 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 347, found largest slope: 809.32080078125
[2022/08/16 08:20:29] - [-] 42 th iter: Global minimum: 4.150403 (estimated lower bound: 3.651898). Number of funcation evaluation: 355, found largest slope: 809.32080078125
[2022/08/16 08:20:29] - [-] 43 th iter: Global minimum: 4.143900 (estimated lower bound: 3.645395). Number of funcation evaluation: 373, found largest slope: 809.32080078125
[2022/08/16 08:20:29] - [-] 44 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 381, found largest slope: 809.32080078125
[2022/08/16 08:20:29] - [-] 45 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 393, found largest slope: 809.32080078125
[2022/08/16 08:20:29] - [-] 46 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 407, found largest slope: 809.32080078125
[2022/08/16 08:20:29] - [-] 47 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 413, found largest slope: 809.32080078125
[2022/08/16 08:20:29] - [-] 48 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 425, found largest slope: 809.32080078125
[2022/08/16 08:20:29] - [-] 49 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 429, found largest slope: 809.32080078125
[2022/08/16 08:20:29] - [-] 50 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 435, found largest slope: 809.32080078125
[2022/08/16 08:20:29] - [-] 51 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 443, found largest slope: 809.32080078125
[2022/08/16 08:20:29] - [-] 52 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 447, found largest slope: 809.32080078125
[2022/08/16 08:20:29] - [-] 53 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 453, found largest slope: 809.32080078125
[2022/08/16 08:20:29] - [-] 54 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 457, found largest slope: 809.32080078125
[2022/08/16 08:20:29] - [-] 55 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 475, found largest slope: 809.32080078125
[2022/08/16 08:20:29] - [-] 56 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 481, found largest slope: 809.32080078125
[2022/08/16 08:20:29] - [-] 57 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 485, found largest slope: 809.32080078125
[2022/08/16 08:20:29] - [-] 58 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 493, found largest slope: 809.32080078125
[2022/08/16 08:20:29] - [-] 59 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 497, found largest slope: 809.32080078125
[2022/08/16 08:20:29] - [-] 60 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 503, found largest slope: 809.32080078125
[2022/08/16 08:20:29] - [-] 61 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 507, found largest slope: 809.32080078125
[2022/08/16 08:20:29] - [-] 62 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 515, found largest slope: 809.32080078125
[2022/08/16 08:20:29] - [-] 63 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 529, found largest slope: 809.32080078125
[2022/08/16 08:20:29] - [-] 64 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 533, found largest slope: 809.32080078125
[2022/08/16 08:20:29] - [-] 65 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 541, found largest slope: 809.32080078125
[2022/08/16 08:20:29] - [-] 66 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 547, found largest slope: 809.32080078125
[2022/08/16 08:20:29] - [-] 67 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 553, found largest slope: 809.32080078125
[2022/08/16 08:20:29] - [-] 68 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 561, found largest slope: 809.32080078125
[2022/08/16 08:20:29] - [-] 69 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 569, found largest slope: 809.32080078125
[2022/08/16 08:20:29] - [-] 70 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 573, found largest slope: 809.32080078125
[2022/08/16 08:20:29] - [-] 71 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 583, found largest slope: 809.32080078125
[2022/08/16 08:20:29] - [-] 72 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 587, found largest slope: 809.32080078125
[2022/08/16 08:20:29] - [-] 73 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 593, found largest slope: 809.32080078125
[2022/08/16 08:20:29] - [-] 74 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 599, found largest slope: 809.32080078125
[2022/08/16 08:20:29] - [-] 75 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 603, found largest slope: 809.32080078125
[2022/08/16 08:20:29] - [-] 76 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 613, found largest slope: 809.32080078125
[2022/08/16 08:20:29] - [-] 77 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 617, found largest slope: 809.32080078125
[2022/08/16 08:20:29] - [-] 78 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 623, found largest slope: 809.32080078125
[2022/08/16 08:20:29] - [-] 79 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 631, found largest slope: 809.32080078125
[2022/08/16 08:20:29] - [-] 80 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 635, found largest slope: 809.32080078125
[2022/08/16 08:20:30] - [-] 81 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 647, found largest slope: 809.32080078125
[2022/08/16 08:20:30] - [-] 82 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 651, found largest slope: 809.32080078125
[2022/08/16 08:20:30] - [-] 83 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 663, found largest slope: 809.32080078125
[2022/08/16 08:20:30] - [-] 84 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 671, found largest slope: 809.32080078125
[2022/08/16 08:20:30] - [-] 85 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 675, found largest slope: 809.32080078125
[2022/08/16 08:20:30] - [-] 86 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 691, found largest slope: 809.32080078125
[2022/08/16 08:20:30] - [-] 87 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 697, found largest slope: 809.32080078125
[2022/08/16 08:20:30] - [-] 88 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 703, found largest slope: 809.32080078125
[2022/08/16 08:20:30] - [-] 89 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 717, found largest slope: 809.32080078125
[2022/08/16 08:20:30] - [-] 90 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 723, found largest slope: 809.32080078125
[2022/08/16 08:20:30] - [-] 91 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 735, found largest slope: 809.32080078125
[2022/08/16 08:20:30] - [-] 92 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 739, found largest slope: 809.32080078125
[2022/08/16 08:20:30] - [-] 93 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 747, found largest slope: 809.32080078125
[2022/08/16 08:20:30] - [-] 94 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 751, found largest slope: 809.32080078125
[2022/08/16 08:20:30] - [-] 95 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 763, found largest slope: 809.32080078125
[2022/08/16 08:20:30] - [-] 96 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 769, found largest slope: 809.32080078125
[2022/08/16 08:20:30] - [-] 97 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 775, found largest slope: 809.32080078125
[2022/08/16 08:20:30] - [-] 98 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 779, found largest slope: 809.32080078125
[2022/08/16 08:20:30] - [-] 99 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 787, found largest slope: 809.32080078125
[2022/08/16 08:20:30] - [-] 100 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 793, found largest slope: 809.32080078125
[2022/08/16 08:20:30] - [-] 101 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 797, found largest slope: 809.32080078125
[2022/08/16 08:20:30] - [-] 102 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 809, found largest slope: 809.32080078125
[2022/08/16 08:20:30] - [-] 103 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 817, found largest slope: 809.32080078125
[2022/08/16 08:20:30] - [-] 104 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 821, found largest slope: 809.32080078125
[2022/08/16 08:20:30] - [-] 105 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 831, found largest slope: 809.32080078125
[2022/08/16 08:20:30] - [-] 106 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 839, found largest slope: 809.32080078125
[2022/08/16 08:20:30] - [-] 107 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 849, found largest slope: 809.32080078125
[2022/08/16 08:20:30] - [-] 108 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 855, found largest slope: 809.32080078125
[2022/08/16 08:20:30] - [-] 109 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 871, found largest slope: 809.32080078125
[2022/08/16 08:20:30] - [-] 110 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 879, found largest slope: 809.32080078125
[2022/08/16 08:20:30] - [-] 111 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 885, found largest slope: 809.32080078125
[2022/08/16 08:20:30] - [-] 112 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 903, found largest slope: 809.32080078125
[2022/08/16 08:20:30] - [-] 113 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 911, found largest slope: 809.32080078125
[2022/08/16 08:20:31] - [-] 114 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 915, found largest slope: 809.32080078125
[2022/08/16 08:20:31] - [-] 115 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 937, found largest slope: 809.32080078125
[2022/08/16 08:20:31] - [-] 116 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 943, found largest slope: 809.32080078125
[2022/08/16 08:20:31] - [-] 117 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 949, found largest slope: 809.32080078125
[2022/08/16 08:20:31] - [-] 118 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 961, found largest slope: 809.32080078125
[2022/08/16 08:20:31] - [-] 119 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 967, found largest slope: 809.32080078125
[2022/08/16 08:20:31] - [-] 120 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 981, found largest slope: 809.32080078125
[2022/08/16 08:20:31] - [-] 121 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 985, found largest slope: 809.32080078125
[2022/08/16 08:20:31] - [-] 122 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 989, found largest slope: 809.32080078125
[2022/08/16 08:20:31] - [-] 123 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 999, found largest slope: 809.32080078125
[2022/08/16 08:20:31] - [-] 124 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 1011, found largest slope: 809.32080078125
[2022/08/16 08:20:31] - [-] 125 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 1015, found largest slope: 809.32080078125
[2022/08/16 08:20:31] - [-] 126 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 1019, found largest slope: 809.32080078125
[2022/08/16 08:20:31] - [-] 127 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 1033, found largest slope: 809.32080078125
[2022/08/16 08:20:31] - [-] 128 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 1039, found largest slope: 809.32080078125
[2022/08/16 08:20:31] - [-] 129 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 1051, found largest slope: 809.32080078125
[2022/08/16 08:20:31] - [-] 130 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 1065, found largest slope: 809.32080078125
[2022/08/16 08:20:31] - [-] 131 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 1069, found largest slope: 809.32080078125
[2022/08/16 08:20:31] - [-] 132 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 1075, found largest slope: 809.32080078125
[2022/08/16 08:20:31] - [-] 133 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 1091, found largest slope: 809.32080078125
[2022/08/16 08:20:31] - [-] 134 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 1097, found largest slope: 809.32080078125
[2022/08/16 08:20:31] - [-] 135 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 1101, found largest slope: 809.32080078125
[2022/08/16 08:20:31] - [-] 136 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 1111, found largest slope: 809.32080078125
[2022/08/16 08:20:31] - [-] 137 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 1115, found largest slope: 809.32080078125
[2022/08/16 08:20:31] - [-] 138 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 1121, found largest slope: 809.32080078125
[2022/08/16 08:20:31] - [-] 139 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 1131, found largest slope: 809.32080078125
[2022/08/16 08:20:31] - [-] 140 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 1137, found largest slope: 809.32080078125
[2022/08/16 08:20:31] - [-] 141 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 1143, found largest slope: 809.32080078125
[2022/08/16 08:20:31] - [-] 142 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 1147, found largest slope: 809.32080078125
[2022/08/16 08:20:31] - [-] 143 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 1153, found largest slope: 809.32080078125
[2022/08/16 08:20:31] - [-] 144 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 1159, found largest slope: 809.32080078125
[2022/08/16 08:20:31] - [-] 145 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 1175, found largest slope: 809.32080078125
[2022/08/16 08:20:31] - [-] 146 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 1179, found largest slope: 809.32080078125
[2022/08/16 08:20:31] - [-] 147 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 1191, found largest slope: 809.32080078125
[2022/08/16 08:20:31] - [-] 148 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 1195, found largest slope: 809.32080078125
[2022/08/16 08:20:32] - [-] 149 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 1203, found largest slope: 809.32080078125
[2022/08/16 08:20:32] - [-] 150 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 1211, found largest slope: 809.32080078125
[2022/08/16 08:20:32] - [-] 151 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 1215, found largest slope: 809.32080078125
[2022/08/16 08:20:32] - [-] 152 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 1231, found largest slope: 809.32080078125
[2022/08/16 08:20:32] - [-] 153 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 1235, found largest slope: 809.32080078125
[2022/08/16 08:20:32] - [-] 154 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 1247, found largest slope: 809.32080078125
[2022/08/16 08:20:32] - [-] 155 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 1251, found largest slope: 809.32080078125
[2022/08/16 08:20:32] - [-] 156 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 1263, found largest slope: 809.32080078125
[2022/08/16 08:20:32] - [-] 157 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 1269, found largest slope: 809.32080078125
[2022/08/16 08:20:32] - [-] 158 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 1287, found largest slope: 809.32080078125
[2022/08/16 08:20:32] - [-] 159 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 1293, found largest slope: 809.32080078125
[2022/08/16 08:20:32] - [-] 160 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 1303, found largest slope: 809.32080078125
[2022/08/16 08:20:32] - [-] 161 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 1307, found largest slope: 809.32080078125
[2022/08/16 08:20:32] - [-] 162 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 1311, found largest slope: 809.32080078125
[2022/08/16 08:20:32] - [-] 163 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 1325, found largest slope: 809.32080078125
[2022/08/16 08:20:32] - [-] 164 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 1333, found largest slope: 809.32080078125
[2022/08/16 08:20:32] - [-] 165 th iter: Global minimum: 4.140512 (estimated lower bound: 3.974344). Number of funcation evaluation: 1343, found largest slope: 809.32080078125
[2022/08/16 08:20:32] - [-] 166 th iter: Global minimum: 4.140512 (estimated lower bound: 3.952426). Number of funcation evaluation: 1361, found largest slope: 916.0748901367188
[2022/08/16 08:20:32] - [-] 167 th iter: Global minimum: 4.140512 (estimated lower bound: 3.952426). Number of funcation evaluation: 1367, found largest slope: 916.0748901367188
[2022/08/16 08:20:32] - [-] 168 th iter: Global minimum: 4.140512 (estimated lower bound: 3.952426). Number of funcation evaluation: 1373, found largest slope: 916.0748901367188
[2022/08/16 08:20:32] - [-] 169 th iter: Global minimum: 4.140512 (estimated lower bound: 3.952426). Number of funcation evaluation: 1387, found largest slope: 916.0748901367188
[2022/08/16 08:20:32] - [-] 170 th iter: Global minimum: 4.140512 (estimated lower bound: 3.952426). Number of funcation evaluation: 1391, found largest slope: 916.0748901367188
[2022/08/16 08:20:32] - [-] 171 th iter: Global minimum: 4.140512 (estimated lower bound: 3.952426). Number of funcation evaluation: 1399, found largest slope: 916.0748901367188
[2022/08/16 08:20:32] - [-] 172 th iter: Global minimum: 4.140512 (estimated lower bound: 3.952426). Number of funcation evaluation: 1403, found largest slope: 916.0748901367188
